TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.95014,0.12076
min,min,35,0.22426,0.00322
mia,mia,46,0.74938,0.0296
wsh,wsh,43,0.62894,0.01526
atl,atl,50,0.86318,0.05584
bos,bos,40,0.50712,0.01094
det,det,27,0.08188,4.6e-4
den,den,51,0.84894,0.06952
ny,ny,46,0.75864,0.03334
dal,dal,43,0.58228,0.01858
bkn,bkn,50,0.88104,0.06906
por,por,47,0.7257,0.0415
okc,okc,22,0.0116,0
tor,tor,33,0.22832,0.0026
chi,chi,41,0.57518,0.014
cha,cha,35,0.29484,0.00356
uta,uta,52,0.8901,0.0943
gs,gs,46,0.67946,0.02742
cle,cle,25,0.0543,1.4e-4
hou,hou,24,0.02678,1.6e-4
lal,lal,44,0.59848,0.02292
phi,phi,54,0.94174,0.11206
mem,mem,45,0.6466,0.02578
no,no,36,0.2856,0.0055
lac,lac,52,0.8758,0.09236
sac,sac,37,0.32096,0.00586
orl,orl,23,0.0284,4e-5
phx,phx,53,0.90526,0.10892
ind,ind,39,0.4569,0.0089
sa,sa,39,0.37818,0.0074
