c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1666.62867381601,Eastern,18,47,Eastern Central,0,0,0,1664.92988578856,1620.28740043838,0,0,23.36286,0.56382,0.83312,0.35496,1,MIL,0,0,368.44932,0,0,1662.96796872283,1680.58622717977,1713.8283123865,0,0,0.81218,0,0,0,0,0,0,0.15202,0.03166,0.00406,8e-05,0,0,0,0,0.25328,0.715087073170726,58.63714,FALSE,list(),5,24
0,0,1513.77254922977,Western,33,34,Western Northwest,0,0,0,1514.32646057671,1510.93191072688,0,0,40.91372,0.08362,0.20696,0.03278,0.59232,MIN,0,0,-32.619,0,0,1547.28839219213,1594.60180919067,1604.11817686546,0,0,0,0.12562,0.0838,0.04082,0.0125,0,0,0.00034,0.00496,0.03666,0.10328,0.13962,0.1558,0.15166,0.14494,0.0085,0.501052195121951,41.08628,FALSE,list(),3,-5
0,0,1530.93494671545,Eastern,32,35,Eastern Southeast,0,0,0,1521.84869625288,1537.15786435278,0,0,39.25946,0.048,0.15184,0.0138,0.71254,MIA,0,0,-42.58342,0,0,1561.81480681253,1573.47432321934,1606.80884821656,0,0,0,0.0856,0.0244,0.00306,0.00012,0,0,0,4e-05,0.00214,0.0297,0.11904,0.34328,0.21834,0.17428,0.00628,0.521226097560963,42.74054,FALSE,list(),-3,6
0,0,1507.9421720244,Eastern,35,31,Eastern Southeast,0,0,0,1505.38461629798,1489.08887030503,0,0,42.70748,0.01774,0.05382,0.00606,0.26876,WSH,0,0,3.75384,0,0,1522.74925115549,1523.26438863791,1526.26719597949,0,0,0,0.24228,0.2158,0.07284,0.01682,0,0,0,0,2e-05,0.00066,0.00702,0.10422,0.15684,0.1835,0.00258,0.479177073170743,39.29252,FALSE,list(),-15,-2
0,0,1519.66503778349,Eastern,33,33,Eastern Southeast,0,0,0,1520.67042259414,1519.52960266629,0,0,40.32184,0.04218,0.12642,0.01228,0.58462,ATL,0,0,25.75898,0,0,1550.75124359931,1554.30175961648,1573.16586319765,0,0,0,0.1421,0.05548,0.01172,0.00084,0,0,0,0,0.00038,0.00994,0.06582,0.26664,0.24184,0.20524,0.00532,0.508270243902434,41.67816,FALSE,list(),4,2
0,0,1629.91011575483,Eastern,21,46,Eastern Atlantic,0,0,0,1616.47226710489,1623.43414421816,0,0,26.49358,0.36766,0.7199,0.1676,1,BOS,0,0,428.46876,0,0,1652.39124619586,1659.79830327723,1694.72054389585,0,0,0.1493,0,0,0,0,0,0,0.62396,0.18112,0.04216,0.00338,8e-05,0,0,0,0.10472,0.676907560975621,55.50642,FALSE,list(),-28,-17
0,0,1305.74144409874,Eastern,51,15,Eastern Central,0,0,0,1310.79833251142,1342.19194833925,0,0,62.45368,0,0,0,0,DET,0,0,-605.91764,0,0,1220.38626123417,1309.85823913023,1315.31292320178,0,0,0,0,0,0,2e-05,0.00772,0.99226,0,0,0,0,0,0,0,0,0,0.238369756097566,19.54632,FALSE,list(),-14,-100
0,0,1587.99904586968,Western,20,46,Western Northwest,0,0,0,1603.72356084369,1590.37842369834,0,0,26.45384,0.48918,0.7582,0.29468,1,DEN,0,0,322.42716,0,0,1630.82402975172,1650.42270353935,1694.10821915816,0,0,0.97244,0,0,0,0,0,0,0.02446,0.00284,0.00024,2e-05,0,0,0,0,0.12416,0.677392195121961,55.54616,FALSE,list(),-24,3
0,0,1609.7358308862,Eastern,28,39,Eastern Atlantic,0,0,0,1597.79084832121,1564.45041915767,0,0,33.92926,0.17386,0.45028,0.07768,0.9929,NY,0,0,247.49376,0,0,1593.59244899508,1596.9446195283,1600.52620795175,0,0,0,0.00022,0,0,0,0,0,0.00142,0.02426,0.16536,0.5656,0.19666,0.02878,0.01082,0.00688,0.04558,0.586228536585337,48.07074,FALSE,list(),-8,-7
0,0,1513.61797343883,Western,33,34,Western Southwest,0,0,0,1505.64508629394,1528.84171458334,0,0,40.59196,0.076,0.1993,0.02804,0.60244,DAL,0,0,48.63582,0,0,1576.37752129967,1599.20834757013,1624.59739261773,0,0,0,0.1317,0.07958,0.03404,0.00724,0,0,0.00238,0.00886,0.04228,0.11044,0.13856,0.15392,0.146,0.145,0.0068,0.504976097560973,41.40804,FALSE,list(),-2,-1
0,0,1534.6013510013,Eastern,28,37,Eastern Atlantic,0,0,0,1528.63258746701,1533.59961078867,0,0,35.92296,0.06874,0.2356,0.02124,0.9551,BKN,0,0,82.49616,0,0,1399.0369451825,1518.34756464986,1539.72663113326,0,0,0,0.0045,0.00028,0,0,0,0,6e-05,0.00488,0.05718,0.1942,0.55188,0.0945,0.0524,0.04012,0.00942,0.561915121951193,46.07704,FALSE,list(),37,-105
0,0,1425.09801514077,Western,35,31,Western Northwest,0,0,0,1420.32831896926,1431.66739303556,0,0,44.73186,0.0045,0.0157,0.00124,0.07338,POR,0,0,-121.35962,0,0,1458.15803444766,1495.3852055353,1511.17583387933,0,0,0,0.08108,0.14688,0.25222,0.39286,0,0,0,6e-05,0.00112,0.00488,0.00984,0.02156,0.03592,0.05358,0.00014,0.45448951219514,37.26814,FALSE,list(),6,-4
0,0,1495.98305454012,Western,35,31,Western Northwest,0,0,0,1497.57867779333,1470.7994731023,0,0,43.2168,0.03094,0.07306,0.01254,0.21428,OKC,0,0,73.21288,0,0,1451.38227681919,1456.90750170219,1466.60081085603,0,0,0,0.12706,0.21588,0.20248,0.13828,0,0,0,2e-04,0.00304,0.01748,0.03462,0.06476,0.09418,0.10202,0.00294,0.47296585365855,38.7832,FALSE,list(),15,-1
0,0,1523.46591895532,Eastern,35,32,Eastern Atlantic,0,0,0,1520.82331814926,1520.35046526286,0,0,42.4839,0.02442,0.0661,0.0084,0.30058,TOR,0,0,24.43428,0,0,1582.49737373032,1587.92758296681,1593.02520863053,0,0,0,0.26156,0.15794,0.0533,0.00704,0,0,0,0,0,0.00024,0.00462,0.10666,0.18906,0.21958,0.00366,0.481903658536596,39.5161,FALSE,list(),-5,-9
