TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1835
min,min,41,0.56624,0.009
mia,mia,44,0.85922,0.00582
wsh,wsh,37,0.03244,6e-5
atl,atl,41,0.40444,0.00174
bos,bos,56,1,0.16626
det,det,18,0,0
den,den,54,1,0.07492
ny,ny,48,0.99738,0.03066
dal,dal,41,0.54936,0.0055
bkn,bkn,45,0.93398,0.00274
por,por,35,0.00164,0
okc,okc,41,0.58604,0.01222
tor,tor,40,0.40676,0.00504
chi,chi,40,0.3543,0.00442
cha,cha,26,0,0
uta,uta,40,0.29104,0.00206
gs,gs,42,0.72922,0.01624
cle,cle,52,1,0.07762
hou,hou,20,0,0
lal,lal,40,0.34764,0.00546
phi,phi,55,1,0.2169
mem,mem,51,1,0.0999
no,no,39,0.16978,0.0012
lac,lac,43,0.8203,0.014880000000000001
sac,sac,49,0.99998,0.03462
orl,orl,34,4.8e-4,0
phx,phx,44,0.93876,0.02924
ind,ind,36,0.011,0
sa,sa,21,0,0
