TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,1,0.02215
min,min,46,1,0.00831
mia,mia,53,1,0.04261
wsh,wsh,35,0,0
atl,atl,43,0.48163,0.00602
bos,bos,51,1,0.44087
det,det,23,0,0
den,den,48,1,0.00575
ny,ny,37,0,0
dal,dal,52,1,0.02994
bkn,bkn,44,1,0.00477
por,por,27,0,0
okc,okc,24,0,0
tor,tor,48,1,0.02482
chi,chi,46,1,3.7e-4
cha,cha,43,0,0
uta,uta,49,1,0.01663
gs,gs,53,1,0.05005
cle,cle,44,0.51837,5.4e-4
hou,hou,20,0,0
lal,lal,33,0,0
phi,phi,51,1,0.02989
mem,mem,56,1,0.09888
no,no,36,0.34511,7.6e-4
lac,lac,42,0.65489,0.0019
sac,sac,30,0,0
orl,orl,22,0,0
phx,phx,64,1,0.21574
ind,ind,25,0,0
sa,sa,34,0,0
