TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,0.98785,0.10935
min,min,17,0,0
mia,mia,39,0.85302,0.0264
wsh,wsh,30,0.1677,0.0012
atl,atl,30,0.1962,7.5e-4
bos,bos,38,0.7993,0.02145
det,det,23,0.01395,0
den,den,42,0.86711,0.0405
ny,ny,35,0.6154,0.00585
dal,dal,37,0.53247,0.00675
bkn,bkn,43,0.9736,0.0489
por,por,39,0.62369,0.00615
okc,okc,30,0.07259,1.5e-4
tor,tor,42,0.9535,0.08068
chi,chi,32,0.37154,0.00435
cha,cha,33,0.44234,0.00255
uta,uta,55,1,0.29609
gs,gs,37,0.50577,0.0057
cle,cle,25,0.0249,0
hou,hou,26,0.01515,1.5e-4
lal,lal,48,0.99175,0.11175
phi,phi,44,0.97945,0.04304
mem,mem,37,0.51642,0.0099
no,no,34,0.29563,0.0054
lac,lac,46,0.9772,0.06645
sac,sac,27,0.02055,0
orl,orl,26,0.03569,0
phx,phx,47,0.98035,0.0885
ind,ind,35,0.58556,0.00929
sa,sa,38,0.60132,0.0087
