TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.2221
min,min,40,0.48798,0.00652
mia,mia,43,0.70974,0.00784
wsh,wsh,41,0.43028,0.00568
atl,atl,41,0.49966,0.0056
bos,bos,58,1,0.17006
det,det,21,0,0
den,den,56,1,0.171
ny,ny,48,0.98624,0.05484
dal,dal,42,0.6394,0.00778
bkn,bkn,44,0.80114,0.00314
por,por,36,0.059520000000000003,1.8e-4
okc,okc,38,0.16202,0.00242
tor,tor,40,0.33866,0.0052
chi,chi,39,0.1988,0.00204
cha,cha,27,0,0
uta,uta,39,0.2542,0.00158
gs,gs,43,0.76488,0.02132
cle,cle,50,0.99658,0.05482
hou,hou,18,0,0
lal,lal,41,0.49098,0.00664
phi,phi,52,0.99912,0.08452
mem,mem,51,0.99964,0.09426
no,no,41,0.5091,0.0038
lac,lac,43,0.74514,0.01156
sac,sac,47,0.9837,0.0291
orl,orl,34,0.01236,1.6e-4
phx,phx,44,0.90344,0.02768
ind,ind,35,0.02742,1.6e-4
sa,sa,21,0,0
