TEAM,unit,wins,make_playoffs,win_finals
mil,mil,42,0.87311,0.06524
min,min,29,0.1476,0.0015
mia,mia,44,0.901,0.0918
wsh,wsh,25,0.12435,3e-4
atl,atl,30,0.31902,0.00255
bos,bos,44,0.92245,0.0891
det,det,21,0.05625,3e-4
den,den,37,0.50832,0.024
ny,ny,27,0.18719,0.00135
dal,dal,42,0.72791,0.05085
bkn,bkn,39,0.77562,0.02895
por,por,36,0.43305,0.0135
okc,okc,38,0.54026,0.02595
tor,tor,44,0.90987,0.11174
chi,chi,20,0.0384,3e-4
cha,cha,28,0.24418,0.0024
uta,uta,40,0.63026,0.03285
gs,gs,26,0.06555,1.5e-4
cle,cle,30,0.28993,0.00195
hou,hou,38,0.56727,0.02745
lal,lal,49,0.9379,0.16605
phi,phi,38,0.73677,0.02445
mem,mem,34,0.33883,0.0117
no,no,37,0.49154,0.0225
lac,lac,42,0.76091,0.0504
sac,sac,35,0.40437,0.01305
orl,orl,40,0.79751,0.02459
phx,phx,42,0.76137,0.04994
ind,ind,41,0.82435,0.03435
sa,sa,41,0.68486,0.03074
