TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.99968,0.1251
min,min,41,0.4969,0.01374
mia,mia,46,0.89362,0.03664
wsh,wsh,40,0.31002,0.00446
atl,atl,43,0.64678,0.0145
bos,bos,57,0.99998,0.20362
det,det,23,0,0
den,den,54,0.99998,0.13952
ny,ny,43,0.69748,0.013
dal,dal,45,0.85568,0.02406
bkn,bkn,47,0.9158,0.02166
por,por,38,0.18052,0.00174
okc,okc,42,0.60012,0.01918
tor,tor,39,0.23144,0.00446
chi,chi,39,0.27794,0.0038
cha,cha,24,0,0
uta,uta,39,0.21624,0.0024
gs,gs,42,0.6487,0.02706
cle,cle,52,0.99764,0.11782
hou,hou,19,0,0
lal,lal,38,0.1801,0.00362
phi,phi,51,0.99154,0.07372
mem,mem,50,0.98914,0.077
no,no,42,0.53114,0.00916
lac,lac,43,0.68794,0.0153
sac,sac,45,0.80978000000000006,0.01912
orl,orl,34,0.02094,2.4e-4
phx,phx,44,0.80376,0.029
ind,ind,34,0.01714,8e-5
sa,sa,20,0,0
