TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.10902
min,min,42,0.64736,0.00644
mia,mia,43,0.82162,0.00184
wsh,wsh,36,0.00248,2e-5
atl,atl,40,0.36382,0.00102
bos,bos,57,1,0.27546
det,det,17,0,0
den,den,54,1,0.06586
ny,ny,48,1,0.0415
dal,dal,39,0.043,1.2e-4
bkn,bkn,45,0.99602,0.00568
por,por,33,0,0
okc,okc,40,0.11446,9.8e-4
tor,tor,40,0.39636,0.0046
chi,chi,40,0.41882,0.00522
cha,cha,28,0,0
uta,uta,38,0.00972,0
gs,gs,43,0.87042,0.02088
cle,cle,51,1,0.05124
hou,hou,20,0,0
lal,lal,42,0.70924,0.0153
phi,phi,54,1,0.17794
mem,mem,52,1,0.0935
no,no,42,0.73666,0.01584
lac,lac,43,0.87078,0.00884
sac,sac,50,1,0.05248
orl,orl,35,7e-4,2e-5
phx,phx,45,0.99836,0.0462
ind,ind,35,1.8e-4,0
sa,sa,20,0,0
