TEAM,unit,wins,make_playoffs,win_finals
mil,mil,44,0.98035,0.07049
min,min,16,0,0
mia,mia,38,0.81446,0.021
wsh,wsh,29,0.12884,6e-4
atl,atl,33,0.38414,0.0033
bos,bos,40,0.89591,0.0249
det,det,25,0.027,1.5e-4
den,den,46,0.97016,0.1194
ny,ny,35,0.57596,0.00555
dal,dal,39,0.6388,0.0093
bkn,bkn,45,0.99385,0.0768
por,por,40,0.72688,0.00825
okc,okc,31,0.09225,0
tor,tor,38,0.80276,0.03105
chi,chi,33,0.36971,0.0048
cha,cha,34,0.49828,0.006
uta,uta,53,0.99955,0.23982
gs,gs,36,0.43182,0.00255
cle,cle,26,0.02325,1.5e-4
hou,hou,24,0.00405,0
lal,lal,46,0.9775,0.0807
phi,phi,45,0.9907,0.06824
mem,mem,37,0.53111,0.01305
no,no,32,0.19395,0.00225
lac,lac,45,0.9622,0.0558
sac,sac,28,0.0246,1.5e-4
orl,orl,24,0.01095,0
phx,phx,49,0.99415,0.14325
ind,ind,34,0.50384,0.00645
sa,sa,36,0.45298,0.006
