TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.20182
min,min,42,0.74078,0.0137
mia,mia,43,0.70174,0.00836
wsh,wsh,40,0.37788,0.00482
atl,atl,41,0.48732,0.00542
bos,bos,57,1,0.12356
det,det,21,0,0
den,den,57,1,0.19784
ny,ny,49,0.99348,0.06508
dal,dal,42,0.7258,0.00988
bkn,bkn,45,0.89816,0.00692
por,por,36,0.04152,1.8e-4
okc,okc,38,0.19878,0.0032
tor,tor,40,0.3961,0.00544
chi,chi,38,0.11068,7.6e-4
cha,cha,27,0,0
uta,uta,38,0.16744,9.6e-4
gs,gs,44,0.84826,0.03022
cle,cle,50,0.99722,0.06522
hou,hou,19,0,0
lal,lal,40,0.31874,0.00426
phi,phi,52,0.99954,0.0904
mem,mem,51,0.99894,0.08402
no,no,40,0.43076,0.0031
lac,lac,42,0.60032,0.00708
sac,sac,47,0.97936,0.0238
orl,orl,35,0.02378,2.4e-4
phx,phx,45,0.9493,0.04364
ind,ind,35,0.0141,8e-5
sa,sa,20,0,0
