TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.89008,0.09302
min,min,28,0.06826,4.8e-4
mia,mia,48,0.79152,0.04706
wsh,wsh,47,0.74856,0.0295
atl,atl,42,0.53254,0.01952
bos,bos,40,0.42446,0.01208
det,det,25,0.01788,1.8e-4
den,den,49,0.86682,0.05826
ny,ny,44,0.63968,0.02572
dal,dal,45,0.69516,0.01966
bkn,bkn,51,0.87704,0.07552
por,por,46,0.78166,0.03874
okc,okc,26,0.02986,1.6e-4
tor,tor,40,0.42176,0.00964
chi,chi,47,0.75968,0.03758
cha,cha,37,0.2787,0.00428
uta,uta,54,0.94812,0.11336
gs,gs,51,0.8969,0.06464
cle,cle,38,0.29748,0.004
hou,hou,20,0.00696,6e-5
lal,lal,42,0.57698,0.01578
phi,phi,50,0.86396,0.07498
mem,mem,42,0.56866,0.01272
no,no,27,0.0574,7.4e-4
lac,lac,51,0.91396,0.09346
sac,sac,36,0.29178,0.00346
orl,orl,22,0.00666,6e-5
phx,phx,54,0.94918,0.12606
ind,ind,40,0.45,0.01268
sa,sa,37,0.3483,0.0066
