c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1659.94064889688,Eastern,18,46,Eastern Central,0,0,0,1657.42387278817,1616.37843997992,0,0,23.89802,0.538,0.81966,0.33742,1,MIL,0,0,356.08738,0,0,1656.06033266715,1676.27744589679,1703.65707225233,0,0,0.75328,0,0,0,0,0,0,0.21124,0.03198,0.00322,0.00024,4e-05,0,0,0,0.2238,0.708560731707314,58.10198,FALSE,list(),13,39
0,0,1533.85740282358,Western,32,34,Western Northwest,0,0,0,1533.48253031045,1520.88756254038,0,0,39.9266,0.11308,0.28384,0.04524,0.73272,MIN,0,0,4.66278,0,0,1560.47424928574,1604.05305368954,1612.36192865456,0,0,0,0.0875,0.042,0.01948,0.00486,0,0,0.00116,0.02004,0.0824,0.1569,0.1763,0.16048,0.13544,0.11344,0.01396,0.513090243902432,42.0734,FALSE,list(),35,7
0,0,1533.96207083853,Eastern,31,34,Eastern Southeast,0,0,0,1525.55707412715,1539.61713995627,0,0,39.05302,0.05982,0.17526,0.01902,0.71418,MIA,0,0,-34.3138,0,0,1554.15445368952,1573.18070568366,1609.93495744438,0,0,0,0.0915,0.0207,0.00482,0.00074,0,0,0,9e-04,0.00816,0.03624,0.16198,0.30636,0.20054,0.16806,0.00832,0.523743658536572,42.94698,FALSE,list(),-13,1
0,0,1510.90302127509,Eastern,34,30,Eastern Southeast,0,0,0,1508.77295692729,1490.18954112006,0,0,42.44764,0.02432,0.07062,0.0076,0.32402,WSH,0,0,11.24576,0,0,1522.26823337004,1526.70473413233,1530.48971547158,0,0,0,0.24518,0.14674,0.06618,0.02256,0,0,0,0,0.00014,0.00088,0.01588,0.12968,0.17744,0.19532,0.00282,0.482345853658546,39.55236,FALSE,list(),-3,3
0,0,1517.75838520851,Eastern,32,32,Eastern Southeast,0,0,0,1517.08638002546,1517.86539271567,0,0,40.68284,0.04388,0.12278,0.01358,0.52822,ATL,0,0,15.0376,0,0,1550.34008765125,1554.50435438659,1575.76634859608,0,0,0,0.17222,0.06852,0.02288,0.0036,0,0,0,6e-05,0.001,0.00856,0.07392,0.22156,0.22312,0.20456,0.00538,0.503867804878047,41.31716,FALSE,list(),-8,-2
0,0,1628.92632495528,Eastern,20,45,Eastern Atlantic,0,0,0,1616.34772687807,1623.7269994148,0,0,26.3058,0.38988,0.72062,0.18498,1,BOS,0,0,417.054,0,0,1654.95442852127,1657.18810776098,1690.99419719074,0,0,0.22252,0,0,0,0,0,0,0.63254,0.11112,0.02784,0.00592,6e-05,0,0,0,0.10558,0.679197560975619,55.6942,FALSE,list(),-36,-4
0,0,1316.57507046882,Eastern,49,15,Eastern Central,0,0,0,1321.96901502833,1348.34923835343,0,0,61.39036,0,0,0,0,DET,0,0,-595.0942,0,0,1297.71877834204,1311.17075992285,1317.82232771863,0,0,0,0,0,0,2e-05,0.05656,0.94342,0,0,0,0,0,0,0,0,0,0.251337073170732,20.60964,FALSE,list(),-12,-22
0,0,1620.59180052419,Western,19,45,Western Northwest,0,0,0,1636.21317743417,1605.13042351509,0,0,25.1934,0.58632,0.81938,0.3892,1,DEN,0,0,377.07758,0,0,1653.10393939978,1667.40322010776,1717.65172513329,0,0,0.98222,0,0,0,0,0,0,0.01594,0.00178,6e-05,0,0,0,0,0,0.20006,0.69276341463415,56.8066,FALSE,list(),14,28
0,0,1628.65774370721,Eastern,27,39,Eastern Atlantic,0,0,0,1617.61153158302,1573.07761647085,0,0,32.75454,0.25972,0.57442,0.13164,0.99736,NY,0,0,275.79906,0,0,1611.47440889078,1605.25679812422,1610.96868649775,0,0,0.00018,8e-05,0,0,0,0,0,0.0109,0.12662,0.33968,0.41516,0.08828,0.01168,0.00486,0.00256,0.0756,0.600554390243877,49.24546,FALSE,list(),32,24
0,0,1516.97136069087,Western,32,33,Western Southwest,0,0,0,1509.17794462115,1530.29297638776,0,0,40.32076,0.07576,0.21132,0.027,0.63116,DAL,0,0,59.99708,0,0,1584.74978684534,1611.06922298361,1638.44513625499,0,0,0,0.11902,0.06816,0.0336,0.01024,0,0,0.00422,0.01542,0.0616,0.11782,0.14136,0.14706,0.14368,0.13782,0.00686,0.508283414634142,41.67924,FALSE,list(),-8,14
0,0,1525.26137432231,Eastern,28,36,Eastern Atlantic,0,0,0,1517.97397139893,1527.81168133589,0,0,36.56908,0.06542,0.21452,0.0192,0.92234,BKN,0,0,55.1399,0,0,1517.52796565834,1509.82950509185,1526.86434456883,0,0,0,0.0116,0.00104,2e-05,0,0,0,0.00014,0.00696,0.04398,0.13336,0.52596,0.13276,0.07918,0.065,0.00766,0.554035609756073,45.43092,FALSE,list(),7,7
0,0,1421.76627902306,Western,34,30,Western Northwest,0,0,0,1417.03563743211,1429.82160935735,0,0,45.11316,0.00382,0.0128,0.0013,0.06706,POR,0,0,-117.55684,0,0,1464.74778823648,1497.03301348388,1514.7088054347,0,0,0,0.07384,0.13762,0.23828,0.4356,0,0,0,0.00012,0.00106,0.00452,0.00934,0.0191,0.03292,0.0476,4e-04,0.44983951219514,36.88684,FALSE,list(),-16,0
0,0,1495.87413571341,Western,34,30,Western Northwest,0,0,0,1500.15457098124,1470.83124723814,0,0,43.28518,0.03346,0.07438,0.01316,0.2238,OKC,0,0,93.22832,0,0,1456.58900810778,1464.49098765983,1464.49850494044,0,0,0,0.12322,0.20662,0.20016,0.14272,0,0,6e-05,0.00092,0.00742,0.01882,0.03464,0.0673,0.09464,0.10348,0.0039,0.472131951219526,38.71482,FALSE,list(),-2,-10
0,0,1533.13898928129,Eastern,33,32,Eastern Atlantic,0,0,0,1530.04095241584,1525.12033105308,0,0,41.70224,0.03984,0.10382,0.01486,0.40898,TOR,0,0,31.45668,0,0,1591.2800654989,1599.07872537345,1601.91200718563,0,0,0,0.2377,0.08798,0.03108,0.00538,0,0,0,0,6e-05,0.00118,0.02162,0.16388,0.22224,0.22888,0.00618,0.49143609756098,40.29776,FALSE,list(),9,18
0,0,1481.50078747919,Eastern,36,29,Eastern Central,0,0,0,1474.24051389473,1477.89358212797,0,0,45.36224,0.0043,0.01298,0.00148,0.06772,CHI,0,0,-7.66166,0,0,1513.28243314384,1554.03194123684,1552.23155981645,0,0,0,0.12318,0.281,0.26878,0.18602,0.00018,0,0,0,0,0,0.00068,0.01462,0.05242,0.07312,0.00048,0.446801951219531,36.63776,FALSE,list(),-31,-2
0,0,1395.01270131766,Eastern,46,20,Eastern Southeast,0,0,0,1389.38581494768,1415.98007333372,0,0,55.7581,0,0,0,0,CHA,0,0,-456.15118,0,0,1372.25354831887,1409.12375345929,1423.67810834067,0,0,0,0,2e-05,0.00022,0.00308,0.9401,0.05658,0,0,0,0,0,0,0,0,0,0.320023170731708,26.2419,FALSE,list(),-25,-48
0,0,1428.13296969233,Western,34,31,Western Northwest,0,0,0,1443.25071117655,1494.04335414934,0,0,44.2656,0.00842,0.02424,0.00294,0.11316,UTA,0,0,-60.24258,0,0,1431.02784917723,1441.31764803772,1451.57671137673,0,0,0,0.11344,0.18126,0.25468,0.26138,0,0,0,2e-04,0.00214,0.00668,0.01496,0.0349,0.05428,0.07608,0.00062,0.460175609756115,37.7344,FALSE,list(),-39,-30
0,0,1572.67945598932,Western,31,34,Western Pacific,0,0,0,1554.29884635573,1557.48941645643,0,0,39.11996,0.15804,0.36124,0.07284,0.78606,GS,0,0,68.87208,0,0,1578.21992620423,1638.72341122349,1681.55644416378,0,0,2e-05,0.06822,0.03508,0.01552,0.004,0,0,0.0093,0.04148,0.119,0.19362,0.16922,0.14188,0.11154,0.09112,0.02478,0.522927317073158,42.88004,FALSE,list(),14,19
0,0,1605.61893586062,Eastern,26,40,Eastern Central,0,0,0,1603.6603175328,1576.12486146958,0,0,31.97002,0.24092,0.53638,0.11068,0.99706,CLE,0,0,428.64874,0,0,1600.03457054505,1623.27214784978,1640.04771346131,0,0,0.0016,2e-05,0,0,0,0,0,0.03314,0.23084,0.33406,0.28662,0.09404,0.01184,0.00492,0.00292,0.0601,0.610121707317055,50.02998,FALSE,list(),-1,-9
0,0,1297.02312268875,Western,49,15,Western Southwest,0,0,0,1297.78507919389,1325.95798063547,0,0,62.35762,0,0,0,0,HOU,0,0,-650.87776,0,0,1295.08285878494,1306.92508877257,1303.75464163627,0,0,0,0,0,0,0,0.55316,0.44684,0,0,0,0,0,0,0,0,0,0.239541219512199,19.64238,FALSE,list(),24,17
0,0,1509.93775548227,Western,34,31,Western Pacific,0,0,0,1505.51953935521,1492.25151352957,0,0,41.7284,0.052,0.12926,0.0187,0.3933,LAL,0,0,-35.94678,0,0,1542.38626560345,1570.37690642605,1622.52172442282,0,0,0,0.14644,0.14006,0.11144,0.0709,0,0,0.00016,0.00298,0.01834,0.0499,0.0759,0.1139,0.13212,0.13786,0.00548,0.491117073170736,40.2716,FALSE,list(),1,-12
0,0,1619.37715351238,Eastern,22,41,Eastern Atlantic,0,0,0,1612.87415861618,1591.15849795996,0,0,29.94194,0.33206,0.64294,0.15912,0.99954,PHI,0,0,288.26524,0,0,1647.93101263325,1637.72241448983,1670.16545641227,0,0,0.02242,4e-05,0,0,0,0,0,0.11204,0.49152,0.24186,0.11184,0.01738,0.00168,8e-04,0.00042,0.09286,0.634854390243903,52.05806,FALSE,list(),15,14
0,0,1594.62407906635,Western,25,38,Western Southwest,0,0,0,1586.76579709723,1588.59677529055,0,0,31.92048,0.38138,0.67516,0.17912,0.99868,MEM,0,0,321.67922,0,0,1623.21633072197,1647.51636703507,1676.44599108305,0,0,0.01408,0.00018,2e-05,0,0,0,0,0.68012,0.24662,0.03658,0.01316,0.00516,0.00194,0.00102,0.00112,0.06984,0.610725853658521,50.07952,FALSE,list(),-6,-4
0,0,1486.80398362169,Western,33,31,Western Southwest,0,0,0,1479.82056415638,1502.93738516783,0,0,41.72796,0.0373,0.11786,0.01162,0.41548,NO,0,0,57.69572,0,0,1472.79354144995,1528.37885577791,1543.01095256426,0,0,0,0.15712,0.13212,0.09712,0.05968,0,0,5e-04,0.00448,0.03046,0.06208,0.08594,0.10838,0.12364,0.13848,0.00268,0.491122439024395,40.27204,FALSE,list(),-5,-18
