TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.16778
min,min,41,0.55222,0.00666
mia,mia,44,0.87762,0.00812
wsh,wsh,35,0,0
atl,atl,42,0.70494,0.00384
bos,bos,57,1,0.28874
det,det,16,0,0
den,den,53,1,0.03366
ny,ny,48,1,0.04952
dal,dal,39,0.02458,1.4e-4
bkn,bkn,45,0.99162,0.0065
por,por,33,0,0
okc,okc,40,0.08878,7.8e-4
tor,tor,41,0.30494,0.00608
chi,chi,39,0.12088,7.6e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,43,0.89916,0.02324
cle,cle,52,1,0.09022
hou,hou,20,0,0
lal,lal,42,0.87064,0.02274
phi,phi,53,1,0.07458
mem,mem,51,1,0.0686
no,no,42,0.59284,0.01
lac,lac,43,0.97178,0.01362
sac,sac,49,1,0.04646
orl,orl,35,0,0
phx,phx,46,1,0.07796
ind,ind,35,0,0
sa,sa,21,0,0
