TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.08675
min,min,42,0.75554,0.01081
mia,mia,44,0.87457,0.00767
wsh,wsh,35,0,0
atl,atl,41,0.7068,0.00312
bos,bos,57,1,0.33229
det,det,17,0,0
den,den,53,1,0.03301
ny,ny,47,1,0.03596
dal,dal,38,0,0
bkn,bkn,45,1,0.00345
por,por,33,0,0
okc,okc,40,0.1108,0.00133
tor,tor,41,0.29059,0.00676
chi,chi,40,0.12804,0.00171
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.07348
cle,cle,51,1,0.05982
hou,hou,22,0,0
lal,lal,43,0.89569,0.02607
phi,phi,54,1,0.14038
mem,mem,51,1,0.08725
no,no,42,0.23797,0.00459
lac,lac,44,1,0.02024
sac,sac,48,1,0.01581
orl,orl,34,0,0
phx,phx,45,1,0.0495
ind,ind,35,0,0
sa,sa,22,0,0
