TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.88768,0.05264
min,min,42,0.54782,0.01612
mia,mia,43,0.64826,0.0254
wsh,wsh,39,0.4032,0.0037200000000000002
atl,atl,47,0.8176,0.03374
bos,bos,61,0.99762,0.30816
det,det,23,0.00942,4e-5
den,den,47,0.79602,0.0327
ny,ny,40,0.50504,0.01052
dal,dal,47,0.78628,0.0468
bkn,bkn,42,0.58434,0.0152
por,por,36,0.25162,0.00168
okc,okc,33,0.15848,0.00168
tor,tor,45,0.76412,0.0293
chi,chi,34,0.21858,0.00266
cha,cha,30,0.0909,0.00116
uta,uta,51,0.90914,0.06028
gs,gs,48,0.83926,0.0673
cle,cle,48,0.83566,0.03596
hou,hou,23,0.00888,6e-5
lal,lal,31,0.10228,0.00168
phi,phi,47,0.81074,0.04558
mem,mem,49,0.86244,0.05396
no,no,47,0.80104,0.03968
lac,lac,41,0.4981,0.0095
sac,sac,40,0.4366,0.00774
orl,orl,26,0.03174,2.4e-4
phx,phx,51,0.91656,0.09068
ind,ind,38,0.3951,0.00508
sa,sa,31,0.08548,7.4e-4
