TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.96694,0.09922
min,min,38,0.44774,0.00224
mia,mia,48,0.8213,0.02348
wsh,wsh,39,0.2629,0.00158
atl,atl,45,0.66188,0.02146
bos,bos,44,0.63604,0.016
det,det,18,1.8e-4,4e-5
den,den,44,0.77982,0.01012
ny,ny,38,0.26666,0.00402
dal,dal,42,0.69786,0.00648
bkn,bkn,54,0.9725,0.07598
por,por,34,0.21832,0.00102
okc,okc,21,0.00218,0
tor,tor,38,0.2624,0.00416
chi,chi,48,0.8021,0.02104
cha,cha,42,0.52484,0.00722
uta,uta,60,0.99924,0.24734
gs,gs,59,0.99846,0.15024
cle,cle,48,0.83412,0.02524
hou,hou,25,0.01354,2e-5
lal,lal,41,0.63838,0.00572
phi,phi,45,0.68672,0.01946
mem,mem,47,0.89286,0.01538
no,no,31,0.10072,6.2e-4
lac,lac,43,0.76714,0.01116
sac,sac,34,0.19384,5e-4
orl,orl,19,1.2e-4,0
phx,phx,62,0.9998,0.2215
ind,ind,39,0.3013,0.007
sa,sa,34,0.2501,0.00176
