c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1624.55654443058,Eastern,17,40,Eastern Central,0,0,0,1621.86431601794,1595.00625457587,0,0,26.13524,0.41594,0.71308,0.2184,0.9999,MIL,0,0,278.87516,0,0,1617.45922960902,1662.90522098475,1692.01314656029,0,0,0.37046,2e-05,0,0,0,0,0,0.3951,0.14874,0.06794,0.01442,0.00284,3e-04,1e-04,8e-05,0.13642,0.681277560975614,55.86476,FALSE,list(),29,10
0,0,1535.64835581154,Western,29,31,Western Northwest,0,0,0,1533.28100559581,1521.21652285932,0,0,39.8759,0.11808,0.26598,0.05244,0.61996,MIN,0,0,8.934,0,0,1517.83503475498,1610.44789153242,1623.72241087444,0,0,4e-05,0.10594,0.08282,0.0548,0.02634,0,0,0.00702,0.05358,0.08898,0.10504,0.116,0.12618,0.12312,0.11014,0.01734,0.513708536585359,42.1241,FALSE,list(),-1,-29
0,0,1564.50613566739,Eastern,27,32,Eastern Southeast,0,0,0,1556.72878138721,1557.45883790812,0,0,37.3291,0.11586,0.29518,0.04624,0.83394,MIA,0,0,35.76156,0,0,1569.05145616093,1586.46980609214,1614.41207566083,0,0,4e-05,0.05018,0.01258,0.00258,0.00018,0,0,0.00148,0.0182,0.05904,0.16938,0.2417,0.20622,0.13788,0.10054,0.0227,0.544767073170712,44.6709,FALSE,list(),-9,-2
0,0,1520.62726862256,Eastern,30,27,Eastern Southeast,0,0,0,1521.10670676111,1494.49721708885,0,0,41.59156,0.04452,0.11446,0.01596,0.43516,WSH,0,0,39.57854,0,0,1523.60856568433,1529.70131897771,1530.38170879621,0,0,0,0.18534,0.11794,0.05384,0.01856,4e-05,0,0,0.00028,0.00206,0.01984,0.06012,0.16744,0.18542,0.18912,0.00732,0.49278585365854,40.40844,FALSE,list(),24,21
0,0,1508.9457940068,Eastern,30,29,Eastern Southeast,0,0,0,1507.23067264762,1513.5337679033,0,0,41.38528,0.0348,0.0993,0.01178,0.42844,ATL,0,0,-17.39198,0,0,1541.07878764996,1558.30891298347,1574.88230337892,0,0,0,0.20954,0.10642,0.03778,0.0085,4e-05,0,4e-05,0.00034,0.00296,0.02198,0.05338,0.15706,0.19268,0.20928,0.00486,0.495301463414636,40.61472,FALSE,list(),-22,-13
0,0,1655.67192226842,Eastern,17,42,Eastern Atlantic,0,0,0,1642.35195312558,1637.09454769633,0,0,25.0681,0.49146,0.76856,0.28734,0.99998,BOS,0,0,471.57492,0,0,1658.56502051084,1676.73033395509,1723.92641127941,0,0,0.5372,0,0,0,0,0,0,0.32554,0.09744,0.03596,0.00346,0.00036,0,2e-05,2e-05,0.18902,0.694291463414637,56.9319,FALSE,list(),4,-9
0,0,1334.71811822068,Eastern,44,15,Eastern Central,0,0,0,1339.75233961735,1358.60715948078,0,0,59.57128,0,0,0,0,DET,0,0,-573.30648,0,0,1324.25992581723,1337.05487047846,1334.66185997205,0,0,0,0,4e-05,0.00058,0.00576,0.24308,0.75052,0,0,0,0,0,0,0,2e-05,0,0.273520975609753,22.42872,FALSE,list(),1,-6
0,0,1602.97331423492,Western,18,41,Western Northwest,0,0,0,1619.38779822151,1594.36606177229,0,0,26.46742,0.53698,0.78392,0.33876,1,DEN,0,0,348.65626,0,0,1615.34369120466,1656.63006945335,1699.78644007544,0,0,0.88906,0,0,0,0,0,0,0.10282,0.00702,0.00094,0.00012,2e-05,2e-05,0,0,0.16646,0.67722658536586,55.53258,FALSE,list(),7,20
0,0,1577.34676784686,Eastern,27,33,Eastern Atlantic,0,0,0,1568.30263241251,1544.80757133376,0,0,36.72428,0.13052,0.3307,0.05342,0.8909,NY,0,0,174.85296,0,0,1573.27453911733,1578.77750192089,1584.64950534431,0,0,6e-05,0.02558,0.00346,0.00054,2e-05,0,0,0.00074,0.01092,0.05684,0.21982,0.2788,0.20308,0.12064,0.0795,0.0284,0.552142926829246,45.27572,FALSE,list(),31,27
0,0,1528.58613086585,Western,29,31,Western Southwest,0,0,0,1521.3502781651,1536.98539506932,0,0,38.57882,0.1205,0.30886,0.04802,0.7609,DAL,0,0,74.22596,0,0,1588.92796225559,1640.46082171239,1667.6050294712,0,0,0.00028,0.07518,0.04102,0.02302,0.00792,0,0,0.03942,0.095,0.13842,0.14506,0.13384,0.1111,0.09778,0.09196,0.01442,0.529526585365839,43.42118,FALSE,list(),-5,-21
