TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99996,0.157
min,min,41,0.5039,0.0115
mia,mia,45,0.82436,0.02128
wsh,wsh,41,0.53746,0.01034
atl,atl,41,0.4129,0.00508
bos,bos,57,1,0.18192
det,det,22,0,0
den,den,56,1,0.16492
ny,ny,45,0.8823,0.02688
dal,dal,43,0.77548,0.01552
bkn,bkn,47,0.93534,0.01774
por,por,38,0.1322,0.00104
okc,okc,42,0.53304,0.01494
tor,tor,39,0.27608,0.00578
chi,chi,37,0.09678,8.6e-4
cha,cha,26,0,0
uta,uta,39,0.2645,0.0032
gs,gs,42,0.64234,0.02396
cle,cle,51,0.99704,0.10158
hou,hou,19,0,0
lal,lal,39,0.1882,0.0034
phi,phi,52,0.99684,0.08084
mem,mem,50,0.99378,0.07932
no,no,42,0.55254,0.0074400000000000004
lac,lac,45,0.86632,0.02782
sac,sac,44,0.77818,0.01456
orl,orl,35,0.02708,4e-4
phx,phx,43,0.76952,0.02266
ind,ind,34,0.01386,2e-5
sa,sa,20,0,0
