c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1645.65931959173,Eastern,17,43,Eastern Central,0,0,0,1643.95104387897,1607.80632183945,0,0,24.52876,0.50254,0.78032,0.27824,1,MIL,0,0,327.83414,0,0,1616.26055895974,1673.33139642177,1702.74114033944,0,0,0.45274,0,0,0,0,0,0,0.46126,0.07126,0.01354,0.00104,0.00012,0,4e-05,0,0.18512,0.700868780487805,57.47124,FALSE,list(),12,-11
0,0,1502.06958781803,Western,32,31,Western Northwest,0,0,0,1498.54900038764,1504.32272144376,0,0,42.63282,0.04362,0.10518,0.01716,0.30846,MIN,0,0,-49.5555,0,0,1549.69102122477,1593.33130936876,1604.39081881043,0,0,0,0.13412,0.1678,0.15996,0.11432,0,0,0.00022,0.00508,0.01856,0.03438,0.0527,0.08824,0.10928,0.11534,0.00536,0.48008756097562,39.36718,FALSE,list(),-22,10
0,0,1544.19625452075,Eastern,29,32,Eastern Southeast,0,0,0,1538.60549030734,1547.76106719642,0,0,38.6879,0.07824,0.2204,0.02806,0.71896,MIA,0,0,-9.1574,0,0,1552.94355159348,1579.94215580828,1617.84639941054,0,0,0,0.09458,0.03644,0.00684,0.00106,0,0,4e-05,0.00842,0.03552,0.11366,0.17912,0.21532,0.16688,0.14212,0.01234,0.528196341463401,43.3121,FALSE,list(),-18,-15
0,0,1511.36147940715,Eastern,32,28,Eastern Southeast,0,0,0,1511.9734876957,1490.89907241154,0,0,42.29002,0.02984,0.07804,0.0099,0.32826,WSH,0,0,15.1685,0,0,1520.85925635352,1528.50604061782,1528.21888930444,0,0,0,0.20858,0.1955,0.07388,0.02168,1e-04,0,0,0.00012,0.00112,0.01036,0.03574,0.12208,0.15884,0.172,0.00454,0.484268048780495,39.70998,FALSE,list(),-22,-7
0,0,1525.56948356426,Eastern,30,31,Eastern Southeast,0,0,0,1525.11012593348,1521.57560839661,0,0,39.77934,0.05376,0.1519,0.01852,0.60038,ATL,0,0,19.99824,0,0,1551.8463545029,1565.95862289921,1581.87489091361,0,0,0,0.14804,0.0608,0.01264,0.00144,2e-05,0,0,0.00142,0.01136,0.058,0.12608,0.21248,0.19104,0.17668,0.00834,0.514886097560968,42.22066,FALSE,list(),18,11
0,0,1664.8862861025,Eastern,17,44,Eastern Atlantic,0,0,0,1652.72150146988,1642.39620633787,0,0,23.97342,0.53384,0.80134,0.31514,1,BOS,0,0,482.11926,0,0,1660.45656380581,1667.22320408502,1707.67546715467,0,0,0.5275,0,0,0,0,0,0,0.4237,0.04112,0.00684,8e-04,4e-05,0,0,0,0.21428,0.707641219512193,58.02658,FALSE,list(),10,3
0,0,1328.98839909303,Eastern,46,15,Eastern Central,0,0,0,1333.57382381893,1355.01680771387,0,0,60.3927,0,0,0,0,DET,0,0,-574.41662,0,0,1319.68537725009,1321.58538256876,1322.76605660832,0,0,0,0,0,6e-05,0.00114,0.07398,0.92482,0,0,0,0,0,0,0,0,0,0.263503658536583,21.6073,FALSE,list(),-6,-6
0,0,1607.14369618986,Western,19,43,Western Northwest,0,0,0,1622.39899327479,1596.67864995013,0,0,25.84558,0.55234,0.7963,0.35178,1,DEN,0,0,349.4011,0,0,1624.59788701868,1661.42696391478,1713.39240862269,0,0,0.92206,0,0,0,0,0,0,0.07278,0.005,0.00016,0,0,0,0,0,0.16392,0.684810000000006,56.15442,FALSE,list(),3,11
0,0,1597.23681634234,Eastern,27,35,Eastern Atlantic,0,0,0,1585.8098995773,1554.43052167715,0,0,35.38022,0.1664,0.42682,0.07406,0.9545,NY,0,0,214.04566,0,0,1589.31254529573,1589.04305034103,1595.51467522011,0,0,6e-05,0.0089,7e-04,4e-05,0,0,0,0.001,0.03658,0.14788,0.36512,0.23798,0.11084,0.05504,0.03586,0.04116,0.568533902438998,46.61978,FALSE,list(),18,15
0,0,1524.80769324527,Western,30,32,Western Southwest,0,0,0,1516.72493974401,1535.01396311454,0,0,39.42768,0.11066,0.2854,0.04456,0.72898,DAL,0,0,70.2026,0,0,1567.16559879955,1620.02323739015,1653.62658654526,0,0,2e-05,0.07898,0.05046,0.0297,0.01164,0,0,0.01874,0.06196,0.13718,0.1494,0.14264,0.11604,0.103,0.10024,0.01258,0.519174634146331,42.57232,FALSE,list(),-5,-22
