c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,1647.13613913293,Eastern,20,51,Eastern Central,0,0,0,1646.25634397473,1615.51161001435,0,0,23.6995,0.48404,0.80496,0.2561,1,MIL,0,0,333.38624,0,0,1660.20117509336,1674.1151381908,1701.93537280682,0,0,0.7504,0,0,0,0,0,0,0.1951,0.0531,0.0014,0,0,0,0,0,0.1835,0.710981707317068,58.3005,FALSE,-32,-12
0,0,1525.66241551965,Western,37,36,Western Northwest,0,0,0,1526.89056691463,1516.81858154193,0,0,41.08868,0.0946,0.2173,0.04012,0.56624,MIN,0,0,-7.54994,0,0,1557.93570112633,1602.45434629703,1611.22615470608,0,0,0,0.1287,0.09812,0.05892,0.00484,0,0,0,1e-04,0.03704,0.08788,0.12248,0.16206,0.15668,0.14318,0.009,0.498918536585366,40.91132,FALSE,-6,-9
0,0,1541.62113357617,Eastern,34,39,Eastern Southeast,0,0,0,1532.74295076884,1540.84191373838,0,0,38.3384,0.04806,0.1691,0.01316,0.85922,MIA,0,0,-31.69594,0,0,1566.53089392094,1580.89000794759,1612.41398148268,0,0,0,0.01786,0.00036,0,0,0,0,0,0,8e-05,0.05024,0.22434,0.39264,0.19192,0.12256,0.00582,0.532458536585346,43.6616,FALSE,12,9
0,0,1468.31927673511,Eastern,40,32,Eastern Southeast,0,0,0,1465.12882413559,1467.90268317619,0,0,45.08688,0.00136,0.00484,0.00034,0.03244,WSH,0,0,-62.18424,0,0,1487.88018938619,1501.02971001437,1503.34328682012,0,0,0,0.09156,0.47502,0.28832,0.06788,0,0,0,0,0,0,2e-05,0.00502,0.0274,0.04478,6e-05,0.450160000000022,36.91312,FALSE,-28,-27
0,0,1498.16479700215,Eastern,36,36,Eastern Southeast,0,0,0,1495.82590631479,1508.12777664476,0,0,41.43636,0.01586,0.06198,0.00404,0.40444,ATL,0,0,-9.17898,0,0,1532.58485979114,1538.68609085531,1550.81381858225,0,0,0,0.26692,0.05842,0.0104,6e-05,0,0,0,0,0,0.00042,0.01404,0.16604,0.22394,0.25976,0.00174,0.494678536585369,40.56364,FALSE,-1,-1
0,0,1649.39251014805,Eastern,23,50,Eastern Atlantic,0,0,0,1646.41164521715,1637.35768943939,0,0,25.73912,0.44074,0.80148,0.2367,1,BOS,0,0,467.13772,0,0,1670.21604536015,1666.8964688387,1700.48021510243,0,0,0.1936,0,0,0,0,0,0,0.62512,0.17132,0.00994,2e-05,0,0,0,0,0.16626,0.686108292682934,56.26088,FALSE,29,16
0,0,1286.22087142058,Eastern,57,16,Eastern Central,0,0,0,1288.27818561103,1327.66547878634,0,0,64.06568,0,0,0,0,DET,0,0,-649.2026,0,0,1284.68968083303,1300.17562878375,1299.38751757515,0,0,0,0,0,0,0,2e-05,0.99998,0,0,0,0,0,0,0,0,0,0.218711219512205,17.93432,FALSE,-19,-12
0,0,1563.42925646147,Western,24,48,Western Northwest,0,0,0,1579.18562749086,1579.84054656888,0,0,28.23292,0.40384,0.68818,0.22032,1,DEN,0,0,292.29726,0,0,1623.72661664589,1633.95760599898,1671.36864539823,0,0,0.88556,0,0,0,0,0,0,0.09468,0.01976,0,0,0,0,0,0,0.07492,0.655696097560992,53.76708,FALSE,13,1
0,0,1600.09708596664,Eastern,31,42,Eastern Atlantic,0,0,0,1590.56915590139,1563.3648366534,0,0,34.3416,0.13716,0.37182,0.05234,0.99738,NY,0,0,239.08054,0,0,1594.59080338843,1594.5717457514,1599.91113499802,0,0,0,2e-05,0,0,0,0,0,0,0.00052,0.05414,0.8296,0.09752,0.01098,0.00462,0.0026,0.03066,0.581199999999969,47.6584,FALSE,-9,-1
0,0,1504.72748095729,Western,36,36,Western Southwest,0,0,0,1498.40329691822,1524.03978250453,0,0,40.82386,0.06544,0.17688,0.02402,0.54936,DAL,0,0,41.74556,0,0,1503.08157737283,1592.52337454827,1624.06583237962,0,0,0,0.14956,0.09258,0.04922,0.00108,0,0,0,6e-05,0.03946,0.10004,0.12598,0.13902,0.1448,0.1582,0.0055,0.502148048780486,41.17614,FALSE,10,65
