TEAM,unit,wins,make_playoffs,win_finals
mil,mil,49,0.8548,0.0648
min,min,39,0.47322,0.006
mia,mia,50,0.86706,0.05674
wsh,wsh,43,0.5488,0.01078
atl,atl,47,0.76296,0.0389
bos,bos,41,0.4262,0.01014
det,det,23,0.00482,0
den,den,45,0.76956,0.01946
ny,ny,42,0.48762,0.01348
dal,dal,48,0.86384,0.02694
bkn,bkn,54,0.9452,0.09234
por,por,48,0.8764,0.03806
okc,okc,24,0.01826,0
tor,tor,40,0.41436,0.00996
chi,chi,46,0.7049,0.02098
cha,cha,43,0.55224,0.01004
uta,uta,54,0.97514,0.11192
gs,gs,57,0.98808,0.1335
cle,cle,35,0.14544,0.0013
hou,hou,19,0.003,0
lal,lal,38,0.4088,0.0039
phi,phi,49,0.82226,0.0534
mem,mem,38,0.41862,0.00328
no,no,29,0.07828,5.2e-4
lac,lac,46,0.82646,0.03182
sac,sac,33,0.19438,0.00114
orl,orl,22,0.0025,0
phx,phx,60,0.99716,0.2273
ind,ind,41,0.46084,0.0125
sa,sa,30,0.1088,8e-4
