TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.17188
min,min,40,0.4607,0.00622
mia,mia,43,0.78956,0.0045
wsh,wsh,37,0.0575,1.6e-4
atl,atl,41,0.5039,0.00226
bos,bos,55,1,0.11316
det,det,18,0,0
den,den,53,1,0.06274
ny,ny,49,0.99806,0.04288
dal,dal,41,0.69508,0.00544
bkn,bkn,46,0.97098,0.00564
por,por,35,0.00968,2e-5
okc,okc,40,0.44738,0.00804
tor,tor,41,0.44946,0.0064
chi,chi,39,0.20632,0.00212
cha,cha,26,0,0
uta,uta,39,0.27286,0.00162
gs,gs,42,0.7335,0.01284
cle,cle,51,0.99994,0.06312
hou,hou,21,0,0
lal,lal,40,0.39788,0.00604
phi,phi,56,1,0.27618
mem,mem,51,1,0.09424
no,no,38,0.1406,6.6e-4
lac,lac,43,0.8723,0.01232
sac,sac,51,1,0.07062
orl,orl,33,0.00114,4e-5
phx,phx,44,0.97002,0.0308
ind,ind,36,0.02314,6e-5
sa,sa,21,0,0
