TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.99384,0.07278
min,min,40,0.33172,0.00778
mia,mia,45,0.82384,0.03708
wsh,wsh,40,0.37386,0.00856
atl,atl,43,0.63652,0.01878
bos,bos,56,0.99976,0.18264
det,det,23,4e-5,0
den,den,56,0.99992,0.19946
ny,ny,42,0.52614,0.0115
dal,dal,42,0.5665,0.0092
bkn,bkn,49,0.97074,0.05144
por,por,39,0.33504,0.00472
okc,okc,41,0.48102,0.01632
tor,tor,38,0.22546,0.00688
chi,chi,40,0.38328,0.00836
cha,cha,27,1e-4,0
uta,uta,41,0.49076,0.01024
gs,gs,44,0.76272,0.03694
cle,cle,48,0.95834,0.05228
hou,hou,20,0,0
lal,lal,39,0.2713,0.00536
phi,phi,51,0.98498,0.09492
mem,mem,50,0.98802,0.08556
no,no,41,0.45198,0.00672
lac,lac,44,0.7951,0.02466
sac,sac,45,0.83686,0.02624
orl,orl,34,0.02506,3.8e-4
phx,phx,43,0.68906,0.0205
ind,ind,37,0.09804,7e-4
sa,sa,21,0,0
