TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.24222
min,min,41,0.6008,0.00732
mia,mia,43,0.76882,0.00802
wsh,wsh,40,0.3787,0.00326
atl,atl,41,0.47002,0.00434
bos,bos,55,1,0.092
det,det,20,0,0
den,den,57,1,0.20596
ny,ny,48,0.99132,0.04412
dal,dal,42,0.68132,0.008
bkn,bkn,46,0.94984,0.00876
por,por,38,0.09582,4.4e-4
okc,okc,39,0.28244,0.00414
tor,tor,40,0.35706,0.00514
chi,chi,37,0.06168,5.6e-4
cha,cha,27,0,0
uta,uta,37,0.07876,2.6e-4
gs,gs,42,0.73212,0.01884
cle,cle,50,0.99798,0.06384
hou,hou,19,0,0
lal,lal,41,0.51546,0.00746
phi,phi,53,0.99998,0.13042
mem,mem,49,0.9981,0.05516
no,no,40,0.35402,0.00254
lac,lac,42,0.6964,0.00854
sac,sac,47,0.99098,0.02828
orl,orl,34,0.00634,1e-4
phx,phx,46,0.97378,0.05022
ind,ind,35,0.01826,6e-5
sa,sa,20,0,0
