TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.9999,0.13642
min,min,42,0.61996,0.01734
mia,mia,45,0.83394,0.0227
wsh,wsh,40,0.43516,0.00732
atl,atl,41,0.42844,0.00486
bos,bos,57,0.99998,0.18902
det,det,22,0,0
den,den,56,1,0.16646
ny,ny,45,0.8909,0.0284
dal,dal,43,0.7609,0.01442
bkn,bkn,47,0.937,0.01862
por,por,38,0.12578,8.2e-4
okc,okc,42,0.52302,0.01506
tor,tor,39,0.28588,0.00594
chi,chi,37,0.15148,0.00182
cha,cha,26,0,0
uta,uta,39,0.25096,0.00274
gs,gs,42,0.6352,0.02434
cle,cle,51,0.99756,0.1049
hou,hou,19,0,0
lal,lal,38,0.16982,0.00322
phi,phi,52,0.99698,0.08326
mem,mem,50,0.99368,0.07634
no,no,42,0.55018,0.00764
lac,lac,44,0.75864,0.01968
sac,sac,44,0.76808,0.01442
orl,orl,35,0.02654,6.4e-4
phx,phx,44,0.84378,0.03354
ind,ind,34,0.01624,8e-5
sa,sa,20,0,0
