TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99992,0.15434
min,min,41,0.50134,0.01174
mia,mia,45,0.8252,0.02266
wsh,wsh,41,0.53998,0.01006
atl,atl,41,0.41174,0.00494
bos,bos,57,1,0.18334
det,det,22,0,0
den,den,56,1,0.16576
ny,ny,45,0.88226,0.02752
dal,dal,43,0.7794,0.01508
bkn,bkn,47,0.93434,0.01744
por,por,38,0.13376,6e-4
okc,okc,42,0.53588,0.01564
tor,tor,39,0.2739,0.00564
chi,chi,37,0.09796,7.8e-4
cha,cha,26,0,0
uta,uta,39,0.26218,0.00318
gs,gs,42,0.63902,0.02402
cle,cle,51,0.99758,0.10138
hou,hou,19,0,0
lal,lal,38,0.18724,0.00362
phi,phi,52,0.99718,0.08114
mem,mem,50,0.9938,0.0789
no,no,42,0.56194,0.00806
lac,lac,45,0.8629,0.02782
sac,sac,44,0.77746,0.01504
orl,orl,34,0.02526,3.4e-4
phx,phx,43,0.76508,0.02092
ind,ind,34,0.01468,4e-5
sa,sa,20,0,0
