TEAM,unit,wins,make_playoffs,win_finals
mil,mil,44,0.9718,0.10125
min,min,20,0.0012,0
mia,mia,32,0.44593,0.0078
wsh,wsh,23,0.0603,3e-4
atl,atl,34,0.53563,0.00555
bos,bos,42,0.93715,0.06345
det,det,23,0.0447,6e-4
den,den,45,0.9076,0.07934
ny,ny,33,0.50096,0.00375
dal,dal,34,0.33044,0.0078
bkn,bkn,39,0.87507,0.0267
por,por,36,0.40213,0.0075
okc,okc,32,0.20143,0.00315
tor,tor,39,0.84792,0.05535
chi,chi,29,0.23007,0.0015
cha,cha,31,0.39974,0.00285
uta,uta,48,0.9562,0.0927
gs,gs,33,0.21135,0.0018
cle,cle,27,0.13394,3e-4
hou,hou,40,0.69761,0.02429
lal,lal,52,0.99115,0.21913
phi,phi,45,0.97825,0.0621
mem,mem,40,0.63627,0.0243
no,no,33,0.25769,0.00375
lac,lac,51,0.9883,0.13275
sac,sac,29,0.08534,0.0015
orl,orl,29,0.25513,0.0015
phx,phx,41,0.71426,0.02955
ind,ind,38,0.78341,0.02444
sa,sa,39,0.61903,0.015
