TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.10148
min,min,42,0.56928,0.00766
mia,mia,44,0.87172,0.0067
wsh,wsh,36,0,0
atl,atl,41,0.7217,0.003
bos,bos,57,1,0.3197
det,det,17,0,0
den,den,53,1,0.0263
ny,ny,48,1,0.04344
dal,dal,39,0,0
bkn,bkn,46,1,0.00818
por,por,33,0,0
okc,okc,39,0.1009,9.6e-4
tor,tor,41,0.27696,0.00418
chi,chi,40,0.12962,0.00132
cha,cha,26,0,0
uta,uta,37,0,0
gs,gs,44,0.96398,0.0436
cle,cle,52,1,0.09722
hou,hou,21,0,0
lal,lal,43,0.88176,0.0252
phi,phi,53,1,0.08676
mem,mem,52,1,0.11816
no,no,42,0.51068,0.01052
lac,lac,43,0.9734,0.01372
sac,sac,48,1,0.02378
orl,orl,34,0,0
phx,phx,46,1,0.05812
ind,ind,34,0,0
sa,sa,21,0,0
