TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.94794,0.13512
min,min,36,0.27812,0.00462
mia,mia,47,0.7848,0.04196
wsh,wsh,45,0.71908,0.0238
atl,atl,48,0.80604,0.04874
bos,bos,37,0.34634,0.00628
det,det,26,0.04906,4.2e-4
den,den,47,0.74836,0.04198
ny,ny,47,0.7896,0.04034
dal,dal,46,0.70718,0.0307
bkn,bkn,47,0.77,0.04476
por,por,49,0.8129,0.05684
okc,okc,21,0.00696,2e-5
tor,tor,36,0.3125,0.00486
chi,chi,43,0.62326,0.01884
cha,cha,39,0.43098,0.0074400000000000004
uta,uta,56,0.95364,0.14666
gs,gs,47,0.74444,0.0352
cle,cle,32,0.16528,0.00112
hou,hou,23,0.01716,8e-5
lal,lal,42,0.55452,0.0179
phi,phi,52,0.89946,0.09338
mem,mem,46,0.72844,0.03198
no,no,35,0.25204,0.00396
lac,lac,48,0.78812,0.06148
sac,sac,37,0.2969,0.00434
orl,orl,22,0.01536,8e-5
phx,phx,50,0.8632,0.0865
ind,ind,37,0.3403,0.00628
sa,sa,35,0.24802,0.00432
