TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.13316
min,min,41,0.41966,0.00418
mia,mia,43,0.80044,0.00194
wsh,wsh,36,0,0
atl,atl,41,0.33684,9.4e-4
bos,bos,57,1,0.27892
det,det,17,0,0
den,den,54,1,0.07052
ny,ny,48,1,0.0456
dal,dal,39,0.02982,1e-4
bkn,bkn,46,0.99768,0.00608
por,por,34,0,0
okc,okc,39,0.08976,5.4e-4
tor,tor,41,0.41954,0.00664
chi,chi,40,0.44546,0.00748
cha,cha,27,0,0
uta,uta,38,0.0062,4e-5
gs,gs,43,0.88122,0.01964
cle,cle,51,1,0.05506
hou,hou,20,0,0
lal,lal,42,0.85804,0.02282
phi,phi,53,1,0.1479
mem,mem,51,1,0.07408
no,no,42,0.80128,0.01874
lac,lac,43,0.91408,0.01018
sac,sac,49,1,0.03294
orl,orl,36,4e-5,0
phx,phx,46,0.99994,0.0625
ind,ind,35,0,0
sa,sa,21,0,0
