TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.82236,0.05814
min,min,33,0.2013,0.0019
mia,mia,52,0.90812,0.07258
wsh,wsh,46,0.71932,0.02444
atl,atl,44,0.6573,0.02542
bos,bos,41,0.47722,0.0126
det,det,25,0.01658,1.2e-4
den,den,48,0.86536,0.04194
ny,ny,41,0.50264,0.01428
dal,dal,47,0.82222,0.02664
bkn,bkn,51,0.88742,0.06614
por,por,47,0.82878,0.03486
okc,okc,25,0.02786,4e-5
tor,tor,37,0.2615,0.00446
chi,chi,50,0.85176,0.0475
cha,cha,41,0.44174,0.00774
uta,uta,54,0.964,0.11228
gs,gs,55,0.96958,0.11
cle,cle,36,0.21624,0.00206
hou,hou,18,0.00224,0
lal,lal,37,0.33732,0.00396
phi,phi,49,0.85646,0.0679
mem,mem,41,0.5575,0.00758
no,no,27,0.05584,4.6e-4
lac,lac,49,0.88624,0.05788
sac,sac,36,0.32304,0.00302
orl,orl,23,0.00728,1.2e-4
phx,phx,57,0.98838,0.1855
ind,ind,39,0.37406,0.00874
sa,sa,32,0.17034,0.0017
