TEAM,unit,wins,make_playoffs,win_finals
mil,mil,60,1,0.29664
min,min,41,0.57808,0.01132
mia,mia,44,0.84038,0.00694
wsh,wsh,38,0.18134,0.00126
atl,atl,41,0.48872,0.0016
bos,bos,56,1,0.10864
det,det,19,0,0
den,den,53,1,0.05666
ny,ny,48,0.99612,0.04034
dal,dal,41,0.46124,0.00444
bkn,bkn,47,0.98094,0.00832
por,por,36,0.01356,8e-5
okc,okc,41,0.4792,0.01138
tor,tor,40,0.34386,0.00338
chi,chi,38,0.1523,0.00126
cha,cha,26,0,0
uta,uta,39,0.15242,0.00114
gs,gs,43,0.7946,0.02146
cle,cle,51,0.99984,0.05478
hou,hou,20,0,0
lal,lal,41,0.4872,0.00846
phi,phi,55,1,0.186
mem,mem,50,0.99994,0.08058
no,no,39,0.18608,9e-4
lac,lac,44,0.90998,0.01856
sac,sac,49,0.99982,0.045
orl,orl,33,0.00116,4e-5
phx,phx,44,0.93788,0.03078
ind,ind,35,0.01534,4e-5
sa,sa,21,0,0
