TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99998,0.18092
min,min,40,0.35982,0.00658
mia,mia,44,0.77722,0.01746
wsh,wsh,40,0.4076,0.00734
atl,atl,42,0.5331,0.007
bos,bos,57,1,0.19112
det,det,22,0,0
den,den,56,1,0.19316
ny,ny,46,0.93186,0.03586
dal,dal,44,0.81186,0.01654
bkn,bkn,45,0.87866,0.0088
por,por,37,0.1077,6.6e-4
okc,okc,40,0.43398,0.01042
tor,tor,39,0.29014,0.00606
chi,chi,38,0.15724,0.0016
cha,cha,27,0,0
uta,uta,40,0.33488,0.00378
gs,gs,42,0.60986,0.01848
cle,cle,50,0.992,0.05596
hou,hou,19,0,0
lal,lal,39,0.26752,0.00532
phi,phi,52,0.998,0.08894
mem,mem,50,0.99346,0.07102
no,no,41,0.52752,0.00638
lac,lac,44,0.82556,0.02152
sac,sac,46,0.90068,0.01938
orl,orl,35,0.02672,1.6e-4
phx,phx,44,0.82716,0.02554
ind,ind,33,0.00748,0
sa,sa,19,0,0
