TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.23222
min,min,40,0.46824,0.00654
mia,mia,43,0.7323,0.00548
wsh,wsh,38,0.14934,0.00114
atl,atl,42,0.62978,0.0058
bos,bos,56,1,0.13612
det,det,18,0,0
den,den,54,1,0.07578
ny,ny,48,0.9925,0.03484
dal,dal,41,0.52228,0.00662
bkn,bkn,47,0.98596,0.012
por,por,37,0.0311,1e-4
okc,okc,40,0.38038,0.00784
tor,tor,39,0.25252,0.00288
chi,chi,39,0.21814,0.00314
cha,cha,27,0,0
uta,uta,39,0.19596,0.00134
gs,gs,43,0.7719,0.02258
cle,cle,51,0.99984,0.07496
hou,hou,19,0,0
lal,lal,41,0.47082,0.0075
phi,phi,54,0.99998,0.15872
mem,mem,50,0.99978,0.08234
no,no,40,0.34784,0.0022
lac,lac,43,0.84054,0.01592
sac,sac,49,0.99894,0.05276
orl,orl,34,0.00356,6e-5
phx,phx,45,0.97222,0.05098
ind,ind,36,0.03608,1.4e-4
sa,sa,20,0,0
