TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99996,0.1585
min,min,41,0.50372,0.01064
mia,mia,45,0.82254,0.02238
wsh,wsh,41,0.53912,0.01128
atl,atl,41,0.41284,0.00518
bos,bos,57,1,0.18184
det,det,22,0,0
den,den,56,0.99998,0.16088
ny,ny,45,0.88094,0.02768
dal,dal,43,0.77394,0.01478
bkn,bkn,47,0.9374,0.01838
por,por,38,0.1344,8.8e-4
okc,okc,42,0.53338,0.01566
tor,tor,39,0.27292,0.0053
chi,chi,37,0.1002,9.4e-4
cha,cha,26,0,0
uta,uta,39,0.26056,0.0037
gs,gs,42,0.64564,0.0232
cle,cle,51,0.9974,0.10152
hou,hou,19,0,0
lal,lal,39,0.18908,0.00374
phi,phi,52,0.997,0.0807
mem,mem,50,0.99314,0.0812
no,no,42,0.5576,0.00682
lac,lac,45,0.86428,0.02776
sac,sac,44,0.77882,0.01386
orl,orl,34,0.02456,2.6e-4
phx,phx,43,0.76546,0.02292
ind,ind,34,0.01512,0
sa,sa,20,0,0
