TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.95104,0.01704
min,min,44,0.88508,0.00702
mia,mia,54,0.99956,0.08426
wsh,wsh,37,0.09606,6e-5
atl,atl,40,0.4357,0.00284
bos,bos,49,0.99504,0.14076
det,det,20,0,0
den,den,49,0.98644,0.02438
ny,ny,34,0.02956,8e-5
dal,dal,49,0.99032,0.0308
bkn,bkn,40,0.36102,1.6e-4
por,por,34,0.04936,2e-5
okc,okc,25,1.8e-4,0
tor,tor,47,0.93476,0.02426
chi,chi,49,0.98118,0.0131
cha,cha,39,0.26182,4.6e-4
uta,uta,50,0.9939,0.03014
gs,gs,56,0.99994,0.08406
cle,cle,49,0.97746,0.02276
hou,hou,21,0,0
lal,lal,36,0.19726,1.6e-4
phi,phi,49,0.97666,0.0244
mem,mem,55,0.99996,0.06698
no,no,33,0.08458,2.2e-4
lac,lac,41,0.67016,0.0013
sac,sac,28,0.00142,0
orl,orl,21,0,0
phx,phx,66,1,0.42402
ind,ind,29,1.4e-4,0
sa,sa,34,0.1414,7.2e-4
