TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.2238
min,min,42,0.73272,0.01396
mia,mia,43,0.71418,0.00832
wsh,wsh,40,0.32402,0.00282
atl,atl,41,0.52822,0.00538
bos,bos,56,1,0.10558
det,det,21,0,0
den,den,57,1,0.20006
ny,ny,49,0.99736,0.0756
dal,dal,42,0.63116,0.00686
bkn,bkn,45,0.92234,0.00766
por,por,37,0.06706,4e-4
okc,okc,39,0.2238,0.0039
tor,tor,40,0.40898,0.00618
chi,chi,37,0.06772,4.8e-4
cha,cha,26,0,0
uta,uta,38,0.11316,6.2e-4
gs,gs,43,0.78606,0.02478
cle,cle,50,0.99706,0.0601
hou,hou,20,0,0
lal,lal,40,0.3933,0.00548
phi,phi,52,0.99954,0.09286
mem,mem,50,0.99868,0.06984
no,no,40,0.41548,0.00268
lac,lac,42,0.6869,0.00832
sac,sac,47,0.97892,0.024140000000000002
orl,orl,34,0.01116,8e-5
phx,phx,46,0.97276,0.05006
ind,ind,36,0.02942,4e-5
sa,sa,20,0,0
