TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.99802,0.09322
min,min,40,0.3852,0.00908
mia,mia,45,0.8277,0.03688
wsh,wsh,39,0.24788,0.00388
atl,atl,42,0.57706,0.01386
bos,bos,56,0.99984,0.19274
det,det,22,0,0
den,den,55,0.99988,0.15628
ny,ny,43,0.6977,0.01676
dal,dal,43,0.68392,0.01432
bkn,bkn,47,0.92158,0.0264
por,por,38,0.20454,0.00212
okc,okc,41,0.4682,0.01356
tor,tor,40,0.3111,0.0089
chi,chi,40,0.37014,0.00656
cha,cha,26,6e-5,0
uta,uta,40,0.31078,0.00572
gs,gs,44,0.8076,0.04908
cle,cle,51,0.99218,0.09988
hou,hou,20,0,0
lal,lal,38,0.15996,0.00376
phi,phi,50,0.97946,0.07626
mem,mem,50,0.98264,0.07508
no,no,42,0.60214,0.01334
lac,lac,45,0.84516,0.03352
sac,sac,45,0.79244,0.02246
orl,orl,34,0.01988,3e-4
phx,phx,44,0.75754,0.02576
ind,ind,36,0.0574,2.8e-4
sa,sa,21,0,0
