TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.98622,0.05922
min,min,41,0.48246,0.0123
mia,mia,46,0.87528,0.05006
wsh,wsh,42,0.5371,0.01474
atl,atl,42,0.57572,0.01684
bos,bos,57,0.9999,0.2426
det,det,23,0,0
den,den,55,0.99954,0.15148
ny,ny,42,0.56216,0.01498
dal,dal,42,0.56434,0.01018
bkn,bkn,49,0.95938,0.04526
por,por,39,0.2804,0.00394
okc,okc,41,0.46944,0.01362
tor,tor,38,0.18002,0.00506
chi,chi,39,0.29506,0.00578
cha,cha,28,7e-4,0
uta,uta,42,0.60586,0.0139
gs,gs,44,0.78092,0.04194
cle,cle,48,0.93286,0.0405
hou,hou,21,0,0
lal,lal,39,0.28098,0.0056
phi,phi,51,0.97804,0.08242
mem,mem,51,0.9921,0.10094
no,no,41,0.46482,0.0071
lac,lac,43,0.74948,0.02082
sac,sac,46,0.8819,0.03142
orl,orl,32,0.01348,2.6e-4
phx,phx,40,0.44776,0.00828
ind,ind,37,0.10408,7.6e-4
sa,sa,21,0,0
