TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.9988,0.10986
min,min,42,0.55424,0.02038
mia,mia,46,0.83762,0.03676
wsh,wsh,39,0.26372,0.0048
atl,atl,43,0.61248,0.01576
bos,bos,57,0.99998,0.2015
det,det,22,0,0
den,den,54,0.99982,0.1281
ny,ny,43,0.68464,0.01834
dal,dal,44,0.7932,0.02218
bkn,bkn,48,0.9382,0.03054
por,por,39,0.25266,0.00332
okc,okc,41,0.47626,0.0133
tor,tor,40,0.3212,0.00866
chi,chi,40,0.30308,0.00508
cha,cha,25,0,0
uta,uta,38,0.17086,0.0022
gs,gs,44,0.75556,0.04264
cle,cle,51,0.9925,0.10578
hou,hou,20,0,0
lal,lal,37,0.11044,0.00252
phi,phi,50,0.97402,0.0635
mem,mem,50,0.98348,0.07684
no,no,42,0.60482,0.0134
lac,lac,44,0.75786,0.02562
sac,sac,45,0.82294,0.02378
orl,orl,35,0.03092,6e-4
phx,phx,43,0.71786,0.02428
ind,ind,35,0.04284,2.6e-4
sa,sa,21,0,0
