TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.9982,0.0759
min,min,18,0,0
mia,mia,35,0.54042,0.0048
wsh,wsh,27,0.02535,0
atl,atl,37,0.82046,0.00915
bos,bos,39,0.89276,0.01665
det,det,23,0.00225,0
den,den,45,0.9877,0.0663
ny,ny,37,0.78026,0.00585
dal,dal,40,0.8032,0.01335
bkn,bkn,47,1,0.08055
por,por,40,0.823,0.00375
okc,okc,29,0.02685,0
tor,tor,31,0.20565,0.0012
chi,chi,29,0.11143,1.5e-4
cha,cha,37,0.74036,0.0051
uta,uta,54,1,0.26895
gs,gs,34,0.27209,9e-4
cle,cle,26,0.0135,0
hou,hou,20,0,0
lal,lal,44,0.97735,0.03704
phi,phi,49,1,0.15119
mem,mem,36,0.46154,0.0048
no,no,33,0.2088,0.00165
lac,lac,48,0.9991,0.10289
sac,sac,32,0.12823,3e-4
orl,orl,23,0.00135,0
phx,phx,49,0.9991,0.12449
ind,ind,38,0.86801,0.02309
sa,sa,35,0.31304,0.00195
