TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.90472,0.0169
min,min,39,0.36304,0.00592
mia,mia,46,0.84384,0.03194
wsh,wsh,39,0.3131,0.00408
atl,atl,41,0.54624,0.00926
bos,bos,60,0.9999,0.28782
det,det,24,1e-4,0
den,den,55,0.99912,0.124
ny,ny,42,0.61378,0.01408
dal,dal,41,0.54968,0.0068
bkn,bkn,51,0.98564,0.06622
por,por,36,0.14862,0.00112
okc,okc,43,0.71264,0.0209
tor,tor,37,0.16606,0.00216
chi,chi,40,0.44688,0.00648
cha,cha,27,0.0021,4e-5
uta,uta,41,0.52856,0.00822
gs,gs,42,0.65192,0.01844
cle,cle,49,0.95218,0.03684
hou,hou,19,0,0
lal,lal,39,0.36892,0.00678
phi,phi,51,0.97988,0.07526
mem,mem,56,0.99926,0.20204
no,no,45,0.84488,0.0213
lac,lac,40,0.41844,0.0045
sac,sac,45,0.81284,0.01664
orl,orl,30,0.01196,1.2e-4
phx,phx,42,0.60186,0.01052
ind,ind,38,0.23362,0.00162
sa,sa,25,2.2e-4,0
