TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.22868
min,min,40,0.47664,0.00692
mia,mia,43,0.70796,0.00798
wsh,wsh,41,0.50738,0.0074400000000000004
atl,atl,41,0.49052,0.00522
bos,bos,58,1,0.17192
det,det,21,0,0
den,den,56,1,0.16782
ny,ny,48,0.9877,0.0568
dal,dal,42,0.72894,0.01016
bkn,bkn,44,0.8091,0.00366
por,por,36,0.05708,3e-4
okc,okc,38,0.15532,0.00188
tor,tor,39,0.26744,0.00282
chi,chi,39,0.20762,0.00246
cha,cha,27,0,0
uta,uta,39,0.24366,0.00158
gs,gs,43,0.82262,0.02676
cle,cle,50,0.99668,0.05582
hou,hou,18,0,0
lal,lal,41,0.47526,0.00698
phi,phi,51,0.9989,0.06922
mem,mem,51,0.99958,0.09674
no,no,41,0.49992,0.00446
lac,lac,42,0.66188,0.00788
sac,sac,47,0.98084,0.02938
orl,orl,34,0.01338,1.6e-4
phx,phx,44,0.89826,0.02692
ind,ind,35,0.01332,4e-5
sa,sa,21,0,0
