TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.96622,0.02034
min,min,45,0.86528,0.0073
mia,mia,55,0.99996,0.13648
wsh,wsh,36,0.06082,2e-5
atl,atl,42,0.56764,0.00562
bos,bos,49,0.99692,0.1254
det,det,22,0,0
den,den,49,0.97278,0.02272
ny,ny,33,0.00584,8e-5
dal,dal,51,0.99578,0.05962
bkn,bkn,40,0.23326,8e-5
por,por,33,0.02344,0
okc,okc,27,4.2e-4,0
tor,tor,45,0.89742,0.0128
chi,chi,48,0.97012,0.00868
cha,cha,40,0.36564,0.00162
uta,uta,52,0.99802,0.06208
gs,gs,54,0.99954,0.05226
cle,cle,47,0.93822,0.01
hou,hou,20,0,0
lal,lal,33,0.04014,2e-5
phi,phi,51,0.99788,0.07892
mem,mem,55,0.99998,0.09526
no,no,37,0.26972,0.00274
lac,lac,43,0.75164,0.00396
sac,sac,30,0.00358,2e-5
orl,orl,21,0,0
phx,phx,64,1,0.29382
ind,ind,29,6e-5,0
sa,sa,33,0.07968,1.6e-4
