TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,0.9805,0.1392
min,min,23,0.0198,3e-4
mia,mia,35,0.59876,0.0129
wsh,wsh,26,0.14295,0.00135
atl,atl,28,0.23158,0.00225
bos,bos,43,0.92365,0.07214
det,det,23,0.06029,1.5e-4
den,den,38,0.60402,0.0258
ny,ny,32,0.42628,0.0039
dal,dal,39,0.62982,0.02325
bkn,bkn,38,0.76647,0.01785
por,por,39,0.60927,0.01155
okc,okc,34,0.32789,0.0057
tor,tor,41,0.88031,0.0732
chi,chi,28,0.20023,0.00105
cha,cha,32,0.42839,0.003
uta,uta,45,0.901,0.06104
gs,gs,29,0.12554,6e-4
cle,cle,26,0.12975,6e-4
hou,hou,36,0.41909,0.00975
lal,lal,54,0.9955,0.28677
phi,phi,40,0.84805,0.02985
mem,mem,37,0.48253,0.0129
no,no,36,0.44246,0.01365
lac,lac,47,0.93987,0.07845
sac,sac,25,0.03899,4.5e-4
orl,orl,34,0.53789,0.00585
phx,phx,43,0.79841,0.04665
ind,ind,41,0.8449,0.03675
sa,sa,40,0.66581,0.0231
