TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.98142,0.04348
min,min,45,0.91936,0.01038
mia,mia,54,0.99916,0.0966
wsh,wsh,37,0.08878,1.2e-4
atl,atl,41,0.44214,0.0048
bos,bos,48,0.94796,0.05484
det,det,19,0,0
den,den,47,0.96722,0.01588
ny,ny,37,0.10114,5e-4
dal,dal,48,0.98576,0.0257
bkn,bkn,41,0.38898,0.00104
por,por,31,0.02402,0
okc,okc,26,0.00154,0
tor,tor,48,0.93608,0.03496
chi,chi,47,0.90512,0.00716
cha,cha,40,0.25742,5.6e-4
uta,uta,51,0.99594,0.03404
gs,gs,58,0.99994,0.09438
cle,cle,51,0.98232,0.04036
hou,hou,22,4e-5,0
lal,lal,36,0.25876,3.6e-4
phi,phi,49,0.96874,0.0429
mem,mem,56,0.99988,0.0828
no,no,35,0.24758,5.4e-4
lac,lac,38,0.51622,7.8e-4
sac,sac,28,0.0066,0
orl,orl,21,0,0
phx,phx,66,1,0.40772
ind,ind,30,7.4e-4,2e-5
sa,sa,32,0.07714,8e-5
