TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.99982,0.128
min,min,42,0.60226,0.01752
mia,mia,45,0.8749,0.03056
wsh,wsh,39,0.30022,0.00414
atl,atl,42,0.60344,0.01004
bos,bos,57,0.99996,0.2013
det,det,23,0,0
den,den,55,0.99998,0.1539
ny,ny,44,0.79626,0.01684
dal,dal,44,0.77888,0.01768
bkn,bkn,46,0.90452,0.0153
por,por,39,0.21082,0.00244
okc,okc,41,0.47296,0.01294
tor,tor,39,0.26218,0.00488
chi,chi,38,0.2059,0.00206
cha,cha,25,0,0
uta,uta,40,0.2803,0.00342
gs,gs,43,0.68216,0.03134
cle,cle,52,0.99842,0.11956
hou,hou,19,0,0
lal,lal,38,0.12084,0.00244
phi,phi,51,0.9958,0.07686
mem,mem,50,0.98806,0.075
no,no,42,0.61854,0.01186
lac,lac,43,0.66506,0.01594
sac,sac,45,0.79222,0.01626
orl,orl,35,0.0468,8.6e-4
phx,phx,44,0.78792,0.0288
ind,ind,33,0.01178,6e-5
sa,sa,20,0,0
