TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.0859
min,min,42,0.75317,0.01098
mia,mia,44,0.87277,0.00788
wsh,wsh,35,0,0
atl,atl,41,0.70878,0.00274
bos,bos,57,1,0.33026
det,det,17,0,0
den,den,53,1,0.03287
ny,ny,47,1,0.03605
dal,dal,38,0,0
bkn,bkn,45,1,0.00339
por,por,33,0,0
okc,okc,40,0.11082,0.00146
tor,tor,41,0.29039,0.00671
chi,chi,40,0.12806,0.0016
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.07161
cle,cle,51,1,0.06089
hou,hou,22,0,0
lal,lal,43,0.89686,0.02708
phi,phi,54,1,0.14221
mem,mem,51,1,0.08753
no,no,42,0.23915,0.00462
lac,lac,44,1,0.02002
sac,sac,48,1,0.01604
orl,orl,34,0,0
phx,phx,45,1,0.05016
ind,ind,35,0,0
sa,sa,22,0,0
