TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.90198,0.05908
min,min,41,0.531,0.01334
mia,mia,45,0.74478,0.0334
wsh,wsh,37,0.31992,0.0032
atl,atl,44,0.67942,0.01802
bos,bos,60,0.99732,0.27868
det,det,25,0.01814,4e-5
den,den,48,0.83504,0.03728
ny,ny,39,0.43774,0.00798
dal,dal,44,0.70832,0.0333
bkn,bkn,43,0.62834,0.01776
por,por,36,0.25586,0.00166
okc,okc,31,0.07778,7e-4
tor,tor,44,0.6907,0.02342
chi,chi,38,0.34582,0.00454
cha,cha,32,0.12978,0.0018600000000000001
uta,uta,46,0.7808,0.02462
gs,gs,50,0.90676,0.08796
cle,cle,49,0.8841,0.04408
hou,hou,26,0.01806,1.6e-4
lal,lal,33,0.16464,0.00234
phi,phi,48,0.8692,0.0602
mem,mem,50,0.89704,0.06488
no,no,49,0.88874,0.05828
lac,lac,40,0.48496,0.00946
sac,sac,41,0.48244,0.00778
orl,orl,24,0.00924,8e-5
phx,phx,52,0.94312,0.1018
ind,ind,38,0.34352,0.00386
sa,sa,27,0.02544,2.4e-4
