TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.22366
min,min,42,0.73884,0.01258
mia,mia,43,0.77574,0.00838
wsh,wsh,40,0.34004,0.00314
atl,atl,41,0.48318,0.0049
bos,bos,55,1,0.09442
det,det,20,0,0
den,den,57,1,0.20514
ny,ny,49,0.99666,0.07254
dal,dal,42,0.63306,0.00672
bkn,bkn,45,0.9227,0.0071
por,por,38,0.09384,2.8e-4
okc,okc,39,0.2298,0.00334
tor,tor,40,0.38084,0.006
chi,chi,37,0.06952,7.4e-4
cha,cha,26,0,0
uta,uta,38,0.11598,5.8e-4
gs,gs,43,0.79068,0.02488
cle,cle,50,0.99806,0.06488
hou,hou,20,0,0
lal,lal,40,0.3992,0.0051
phi,phi,53,0.99984,0.09818
mem,mem,50,0.99874,0.07036
no,no,40,0.34456,0.00208
lac,lac,42,0.69342,0.00788
sac,sac,47,0.99048,0.02692
orl,orl,34,0.01218,2e-5
phx,phx,46,0.9714,0.05016
ind,ind,35,0.02124,2e-5
sa,sa,20,0,0
