TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.22118
min,min,41,0.68768,0.00958
mia,mia,44,0.91534,0.00596
wsh,wsh,37,0.02152,2e-5
atl,atl,40,0.40446,0.00116
bos,bos,56,1,0.1594
det,det,18,0,0
den,den,54,1,0.08336
ny,ny,47,0.99502,0.0166
dal,dal,40,0.2118,0.00144
bkn,bkn,44,0.91128,0.0018600000000000001
por,por,35,0.00148,0
okc,okc,41,0.4135,0.0046
tor,tor,40,0.32096,0.00284
chi,chi,40,0.40702,0.00404
cha,cha,27,0,0
uta,uta,38,0.09702,4.2e-4
gs,gs,43,0.9359,0.02206
cle,cle,52,1,0.08006
hou,hou,20,0,0
lal,lal,41,0.61424,0.0096
phi,phi,55,1,0.21312
mem,mem,51,1,0.0978
no,no,40,0.2317,0.00138
lac,lac,43,0.91196,0.01686
sac,sac,49,1,0.03132
orl,orl,34,9e-4,0
phx,phx,43,0.89472,0.01532
ind,ind,36,0.0235,2e-5
sa,sa,21,0,0
