TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.17456
min,min,40,0.53456,0.00916
mia,mia,44,0.83416,0.0073
wsh,wsh,38,0.11664,4.8e-4
atl,atl,41,0.51584,0.00258
bos,bos,56,1,0.13334
det,det,18,0,0
den,den,53,1,0.0723
ny,ny,48,0.9957,0.03994
dal,dal,41,0.67204,0.00536
bkn,bkn,46,0.9665,0.00598
por,por,36,0.0098,2e-5
okc,okc,40,0.42312,0.00874
tor,tor,40,0.37258,0.00444
chi,chi,38,0.1577,0.002
cha,cha,26,0,0
uta,uta,39,0.18234,0.00114
gs,gs,42,0.76834,0.01864
cle,cle,51,0.99994,0.06952
hou,hou,21,0,0
lal,lal,40,0.38848,0.00618
phi,phi,55,1,0.24078
mem,mem,51,1,0.08582
no,no,38,0.12676,6.6e-4
lac,lac,44,0.92944,0.01878
sac,sac,50,0.99996,0.05826
orl,orl,32,6.2e-4,0
phx,phx,44,0.96516,0.03396
ind,ind,37,0.04032,6e-5
sa,sa,21,0,0
