TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.99788,0.09324
min,min,42,0.54522,0.019
mia,mia,46,0.84552,0.03664
wsh,wsh,39,0.27146,0.00464
atl,atl,42,0.56018,0.01308
bos,bos,57,0.9999,0.20154
det,det,22,0,0
den,den,55,0.9998,0.15492
ny,ny,43,0.69098,0.01766
dal,dal,44,0.7899,0.02104
bkn,bkn,47,0.92034,0.02836
por,por,39,0.24844,0.00302
okc,okc,41,0.4646,0.01334
tor,tor,40,0.32468,0.00856
chi,chi,40,0.35998,0.00688
cha,cha,25,0,0
uta,uta,38,0.1628,0.00188
gs,gs,44,0.74148,0.04096
cle,cle,51,0.9925,0.10614
hou,hou,20,0,0
lal,lal,38,0.15112,0.00318
phi,phi,50,0.97214,0.0645
mem,mem,50,0.98202,0.07404
no,no,42,0.59348,0.01238
lac,lac,44,0.75154,0.024140000000000002
sac,sac,45,0.81152,0.02296
orl,orl,34,0.01894,3.8e-4
phx,phx,44,0.75808,0.02736
ind,ind,35,0.0455,1.6e-4
sa,sa,21,0,0
