TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51.06862,0.9798,0.0533
min,min,41.28874,0.54688,0.01336
mia,mia,45.42306,0.8112,0.03784
wsh,wsh,41.1519,0.46026,0.0113
atl,atl,40.77532,0.41618,0.00816
bos,bos,56.71972,0.99966,0.19888
det,det,23.25438,2e-5,0
den,den,54.04494,0.99894,0.13778
ny,ny,43.60594,0.68152,0.02198
dal,dal,41.18082,0.53502,0.0086
bkn,bkn,49.38346,0.95944,0.05292
por,por,36.31534,0.1349,0.00126
okc,okc,42.81378,0.68534,0.02654
tor,tor,38.84376,0.26104,0.00756
chi,chi,40.35872,0.384,0.00774
cha,cha,27.95116,9.2e-4,0
uta,uta,41.17732,0.55828,0.01184
gs,gs,43.40566,0.74766,0.03548
cle,cle,48.57908,0.95056,0.04676
hou,hou,20.12712,0,0
lal,lal,37.89668,0.23144,0.0046
phi,phi,52.18422,0.98808,0.1152
mem,mem,52.65862,0.9973,0.13784
no,no,41.22432,0.52848,0.00766
lac,lac,42.39894,0.65192,0.01476
sac,sac,44.30726,0.7736,0.02028
orl,orl,30.77306,0.00598,1e-4
phx,phx,41.69058,0.61024,0.01746
ind,ind,36.56198,0.10134,8e-4
sa,sa,22.8355,0,0
