TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.93925,0.08624
min,min,27,0.09434,6e-4
mia,mia,44,0.91391,0.0813
wsh,wsh,27,0.23219,0.00135
atl,atl,25,0.1734,6e-4
bos,bos,49,0.97345,0.15825
det,det,24,0.1347,0.00135
den,den,40,0.66761,0.0327
ny,ny,27,0.2133,9e-4
dal,dal,37,0.51957,0.01815
bkn,bkn,35,0.61842,0.0087
por,por,37,0.51959,0.0123
okc,okc,37,0.51464,0.0189
tor,tor,48,0.9682,0.15224
chi,chi,25,0.15104,4.5e-4
cha,cha,30,0.33164,0.00165
uta,uta,40,0.64001,0.02775
gs,gs,26,0.0846,0.00135
cle,cle,24,0.14234,3e-4
hou,hou,40,0.63716,0.02565
lal,lal,49,0.9337,0.14728
phi,phi,39,0.78146,0.02295
mem,mem,39,0.58423,0.0231
no,no,34,0.3525,0.00885
lac,lac,45,0.8344,0.07005
sac,sac,34,0.37362,0.01275
orl,orl,37,0.67735,0.0099
phx,phx,41,0.67407,0.03434
ind,ind,38,0.74935,0.01905
sa,sa,39,0.56996,0.021
