TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.99674,0.08536
min,min,41,0.44424,0.00702
mia,mia,46,0.89902,0.03218
wsh,wsh,41,0.44954,0.00238
atl,atl,41,0.522,0.00684
bos,bos,57,0.99998,0.24098
det,det,22,0,0
den,den,55,0.9999,0.14966
ny,ny,42,0.53184,0.003
dal,dal,44,0.74456,0.02718
bkn,bkn,49,0.9813,0.04402
por,por,38,0.21076,0.00172
okc,okc,38,0.13934,1.4e-4
tor,tor,39,0.3126,0.0038
chi,chi,38,0.22274,0.00108
cha,cha,27,1.4e-4,0
uta,uta,42,0.56548,0.00328
gs,gs,44,0.78444,0.0459
cle,cle,48,0.9626,0.02634
hou,hou,19,0,0
lal,lal,39,0.26048,0.00522
phi,phi,50,0.98594,0.09092
mem,mem,53,0.9979,0.14714
no,no,43,0.6321,0.00972
lac,lac,44,0.7339,0.01948
sac,sac,44,0.66902,0.00356
orl,orl,31,0.00322,0
phx,phx,44,0.81788,0.04286
ind,ind,37,0.13234,2.2e-4
sa,sa,22,0,0
