TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,1,0.1683
min,min,47,0.91438,0.00354
mia,mia,52,1,0.05606
wsh,wsh,34,0,0
atl,atl,43,0.5471,0.00448
bos,bos,50,1,0.2717
det,det,23,0,0
den,den,50,0.99462,0.05378
ny,ny,37,0,0
dal,dal,51,1,0.0296
bkn,bkn,43,0.59896,0.00908
por,por,28,0,0
okc,okc,23,0,0
tor,tor,48,0.99754,0.00312
chi,chi,47,0.99886,0.00106
cha,cha,42,0.3365,1.4e-4
uta,uta,50,0.9998,0.02202
gs,gs,51,0.99978,0.03012
cle,cle,44,0.52104,2e-5
hou,hou,21,0,0
lal,lal,33,0.019,2e-5
phi,phi,50,1,0.03754
mem,mem,56,1,0.04494
no,no,36,0.30878,0.00224
lac,lac,40,0.70238,0.0031
sac,sac,30,6e-5,0
orl,orl,22,0,0
phx,phx,66,1,0.25914
ind,ind,27,0,0
sa,sa,34,0.0612,0
