TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,1,0.08265
min,min,21,0,0
mia,mia,39,0.93941,0.0111
wsh,wsh,32,0.09315,0
atl,atl,41,0.99265,0.00885
bos,bos,40,0.9778,0.0126
det,det,22,0,0
den,den,46,0.99985,0.0162
ny,ny,38,0.8623,0
dal,dal,41,0.95725,0.00255
bkn,bkn,47,1,0.14355
por,por,38,0.72596,0.00285
okc,okc,23,0,0
tor,tor,31,0.11189,7.5e-4
chi,chi,29,0.02415,0
cha,cha,36,0.53501,0
uta,uta,53,1,0.15599
gs,gs,37,0.49571,3e-4
cle,cle,25,0,0
hou,hou,18,0,0
lal,lal,42,0.99565,0.0735
phi,phi,48,1,0.15299
mem,mem,38,0.64738,0
no,no,31,0.02235,1.5e-4
lac,lac,50,1,0.30807
sac,sac,29,0.0015,0
orl,orl,21,0,0
phx,phx,49,1,0.02775
ind,ind,35,0.46364,1.5e-4
sa,sa,34,0.15435,0
