TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,0.9994,0.0765
min,min,19,0,0
mia,mia,37,0.83937,0.0084
wsh,wsh,27,0.0111,0
atl,atl,38,0.8905,0.00345
bos,bos,40,0.9799,0.03195
det,det,22,1.5e-4,0
den,den,46,0.9982,0.1056
ny,ny,34,0.37544,0
dal,dal,41,0.89305,0.0045
bkn,bkn,48,1,0.1788
por,por,42,0.94195,0.00435
okc,okc,27,0.0018,0
tor,tor,33,0.47818,0.00135
chi,chi,29,0.08923,0
cha,cha,35,0.55033,0
uta,uta,54,1,0.13813
gs,gs,34,0.23008,0
cle,cle,25,0.00165,0
hou,hou,20,0,0
lal,lal,44,0.98666,0.07379
phi,phi,49,1,0.11624
mem,mem,34,0.25332,1.5e-4
no,no,34,0.28529,6e-4
lac,lac,49,1,0.2082
sac,sac,33,0.15885,0
orl,orl,23,9e-4,1.5e-4
phx,phx,48,0.99985,0.04709
ind,ind,37,0.78385,7.5e-4
sa,sa,34,0.25095,0
