TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.21432
min,min,42,0.84108,0.01892
mia,mia,43,0.83206,0.00522
wsh,wsh,37,0.00992,0
atl,atl,41,0.47884,0.00102
bos,bos,56,1,0.169
det,det,18,0,0
den,den,56,1,0.16908
ny,ny,47,0.99994,0.00954
dal,dal,40,0.18234,0.00244
bkn,bkn,45,0.97472,0.00142
por,por,34,0,0
okc,okc,40,0.10908,2e-5
tor,tor,41,0.50794,0.00738
chi,chi,39,0.19576,3.8e-4
cha,cha,28,0,0
uta,uta,38,0.0099,0
gs,gs,43,0.90152,0.0395
cle,cle,52,1,0.03706
hou,hou,19,0,0
lal,lal,42,0.63376,0.01686
phi,phi,53,1,0.1341
mem,mem,51,1,0.13396
no,no,41,0.42364,0.00374
lac,lac,43,0.90714,0.0075
sac,sac,49,1,0.00412
orl,orl,34,3.2e-4,0
phx,phx,45,0.99154,0.02442
ind,ind,35,5e-4,0
sa,sa,20,0,0
