TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.97636,0.1399
min,min,39,0.43044,0.00482
mia,mia,46,0.7981,0.04044
wsh,wsh,36,0.20096,4.2e-4
atl,atl,47,0.82462,0.02348
bos,bos,58,0.9936,0.2644
det,det,22,0.00206,0
den,den,52,0.951,0.0661
ny,ny,38,0.36224,0.00234
dal,dal,49,0.8956,0.05314
bkn,bkn,44,0.68648,0.02112
por,por,42,0.53878,0.00396
okc,okc,30,0.04934,2e-5
tor,tor,47,0.82532,0.02596
chi,chi,36,0.24226,0.00102
cha,cha,35,0.19978,0.00208
uta,uta,47,0.82824,0.00928
gs,gs,44,0.72904,0.03694
cle,cle,46,0.7597,0.01596
hou,hou,18,4e-4,0
lal,lal,28,0.03886,2.4e-4
phi,phi,48,0.86892,0.06224
mem,mem,53,0.96444,0.1094
no,no,45,0.72122,0.01412
lac,lac,42,0.60658,0.01556
sac,sac,35,0.2017,7.2e-4
orl,orl,27,0.02306,4e-5
phx,phx,51,0.9325,0.08528
ind,ind,36,0.23654,8.2e-4
sa,sa,33,0.11186,2e-4
