TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.15718
min,min,42,0.67306,0.01788
mia,mia,45,0.83628,0.01522
wsh,wsh,40,0.36048,0.00126
atl,atl,41,0.49554,0.00406
bos,bos,57,1,0.24376
det,det,22,0,0
den,den,56,1,0.15014
ny,ny,45,0.84066,0.00708
dal,dal,45,0.92864,0.06384
bkn,bkn,46,0.89254,0.0033
por,por,38,0.16746,4.2e-4
okc,okc,37,0.08454,0
tor,tor,41,0.4694,0.00912
chi,chi,37,0.08898,3.6e-4
cha,cha,26,2e-5,0
uta,uta,39,0.19412,6e-5
gs,gs,43,0.75126,0.04824
cle,cle,51,0.9978,0.0475
hou,hou,18,0,0
lal,lal,40,0.32452,0.0161
phi,phi,51,0.9976,0.07758
mem,mem,51,0.99702,0.09372
no,no,42,0.58772,0.00376
lac,lac,44,0.81714,0.01224
sac,sac,43,0.60006,9.2e-4
orl,orl,33,0.00624,0
phx,phx,45,0.87446,0.02626
ind,ind,34,0.01446,0
sa,sa,20,0,0
