TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.9767,0.08944
min,min,41,0.44146,0.0045
mia,mia,43,0.6587,0.0202
wsh,wsh,34,0.11064,2e-4
atl,atl,44,0.7484,0.01684
bos,bos,61,0.99976,0.34624
det,det,23,9.2e-4,0
den,den,50,0.93532,0.04686
ny,ny,41,0.53958,0.00346
dal,dal,46,0.78696,0.02634
bkn,bkn,45,0.78288,0.01542
por,por,41,0.42102,0.00238
okc,okc,30,0.0182,0
tor,tor,43,0.6934,0.01204
chi,chi,40,0.43494,0.00274
cha,cha,31,0.05528,6.4e-4
uta,uta,42,0.552,0.00242
gs,gs,47,0.83872,0.05712
cle,cle,48,0.88376,0.01782
hou,hou,22,3.8e-4,0
lal,lal,35,0.1383,0.00208
phi,phi,47,0.87734,0.06452
mem,mem,54,0.98224,0.14308
no,no,51,0.94808,0.04158
lac,lac,41,0.50338,0.00872
sac,sac,42,0.5096,0.00328
orl,orl,24,0.00162,0
phx,phx,49,0.92216,0.07144
ind,ind,37,0.23608,6.4e-4
sa,sa,25,0.00218,0
